Days Since,Date,Boulder Name,Area,Sub Area,V Grade,Euro Grade,Stars,Soft/Hard,Flash,Attempts,Minutes,Sessions,8a.nu Points,Final Time,Comment,FA,Athletic,Cruxy,Slopey,Crimpy,Sharp,Technical,Power,Endurance,Overhang,Vertical,Slab,Roof,Scary
2788,2017-10-15,"""Bowling Ball""","""Joe's Valley""","""Right Fork""",4.0,"""6B""",65,,"""FLASH""",1,1,1,550,10:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2017-10-15 at 10:00:00. 1 attempts, over 1 minutes. 
	This problem was legitimately really good. I'm not 100% sure why, but it is (or maybe I was just stoked that day?).""",,,,,,,,,,,,,,
2788,2017-10-15,"""Buoux Problem""","""Joe's Valley""","""Right Fork""",3.0,"""6A""",40,,"""FLASH""",1,1,1,450,11:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2017-10-15 at 11:00:00. 1 attempts, over 1 minutes. 
	This problem was not as fun. Pockets don't make for the best warmups.""",,,,,,,,,,,,,,
2788,2017-10-15,"""Proppa Dyno""","""Joe's Valley""","""Right Fork""",5.0,"""6C""",55,,,2,10,1,602,14:10:00,"""DESCRIPTORS:

2 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2017-10-15 at 14:00:00. 2 attempts, over 10 minutes. 
	Pretty good, but a little spicy at the top (even without any dynoing).""",,,,,,,,,,,,,,
2795,2017-10-08,"""Mad Max""","""Mammoth""","""Hartley Springs""",7.0,"""7A+""",60,,,5,30,1,750,11:30:00,"""DESCRIPTORS: SCARY |

5 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2017-10-08 at 11:00:00. 5 attempts, over 30 minutes. 
	FWIW, this would be one of the best problems at CRSP. \_()_/.""",,,,,,,,,,,,,,"""SCARY"""
2796,2017-10-07,"""Meadow Face""","""Mammoth""","""Way Lake""",8.0,"""7B+""",30,"""HARD""",,25,120,1,850,13:00:00,"""DESCRIPTORS: OVERHANG |

25 Attempts | 120 Minutes | 1 Sessions

Session #1 on 2017-10-07 at 11:00:00. 25 attempts, over 120 minutes. 
	Did it from a half move in cuz I'm a gosh danged IDIOT. 100% not worth the hike, but 100% worth the hot stone massage.""",,,,,,,,,,"""OVERHANG""",,,,
2797,2017-10-06,"""The Warm Up""","""Mammoth""","""Way Lake""",3.0,"""6A""",40,,,3,5,1,400,16:05:00,"""DESCRIPTORS:

3 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2017-10-06 at 16:00:00. 3 attempts, over 5 minutes. 
	Hashtag crushing the hashtag boulders.""",,,,,,,,,,,,,,
2797,2017-10-06,"""Crimp Ladder""","""Mammoth""","""Way Lake""",7.0,"""7A+""",55,,,15,90,1,750,18:00:00,"""DESCRIPTORS: CRIMPY | OVERHANG |

15 Attempts | 90 Minutes | 1 Sessions

Session #1 on 2017-10-06 at 16:30:00. 15 attempts, over 90 minutes. 
	World class pad slide under this problem. Maybe one days I'll psych up for the boulder transfer to Wave Catcher.""",,,,,"""CRIMPY""",,,,,"""OVERHANG""",,,,
2818,2017-09-15,"""The Amazing Gift""","""Tahoe""","""Woods Lake""",8.0,"""7B+""",70,,,10,60,1,850,16:00:00,"""DESCRIPTORS:

10 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2017-09-15 at 15:00:00. 10 attempts, over 60 minutes. 
	I topped a boulder and Mackenzie picked up her car; gg weekend #2. Too bad I pulled a full Johnny Hekker on the Buttload of Sausage.""",,,,,,,,,,,,,,
2824,2017-09-09,"""NC-17""","""Tahoe""","""Donner Summit""",9.0,"""7C""",60,"""SOFT""",,10,60,1,900,16:00:00,"""DESCRIPTORS: CRIMPY | SHARP |

10 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2017-09-09 at 15:00:00. 10 attempts, over 60 minutes. 
	I topped a boulder and Mackenzie bought a car; gg weekend. A CBarth Original and prob a bit better than Girls on Film, since it's a bit more sustained.""",,,,,"""CRIMPY""","""SHARP""",,,,,,,,
2847,2017-08-17,"""The Touch""","""Squamish""","""The Apron""",9.0,"""7C""",50,"""SOFT""",,10,60,1,900,11:00:00,"""DESCRIPTORS: ENDURANCE | OVERHANG |

10 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2017-08-17 at 10:00:00. 10 attempts, over 60 minutes. 
	Fun roof-jug climbing other than the lone crux move, but if you were tall or had long arms I don't know if this would feel harder than like V6 (maybe the post-crux big move might feel more cramped though?) Had to dyno to the tooth jug cuz I'm not very long, and also didn't want to risk hurting my knee/ankle on that twisty heel hook.""",,,,,,,,,"""ENDURANCE""","""OVERHANG""",,,"""ROOF""",
2849,2017-08-15,"""Practical Horseman""","""Squamish""","""Grand Wall""",4.0,"""6B""",60,"""HARD""",,15,60,2,500,15:59:00,"""DESCRIPTORS: TECHNICAL | VERTICAL |

15 Attempts | 60 Minutes | 2 Sessions

Session #1 on 2017-08-15 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #2 on 2017-08-15 at 15:00:00. 14 attempts, over 59 minutes. 
	Glad I could slay this nemesis with the help of Teddy's tall(er) man beta. Did the top out so so clean. My feet never cut, I didn't one arm lockoff an intermediate, and I definitely didn't grab any moss or anything. Mackenzie cried again watching me, I guess I'm just that inspirational.""",,,,,,,"""TECHNICAL""",,,,"""VERTICAL""",,,
2852,2017-08-12,"""Autobody""","""Squamish""","""Grand Wall""",8.0,"""7B+""",70,,,10,60,1,850,14:30:00,"""DESCRIPTORS: POWER |

10 Attempts | 60 Minutes | 1 Sessions

Session #1 on 2017-08-12 at 13:30:00. 10 attempts, over 60 minutes. 
	Fun powerful climbing, and a cool mantle move over the lip (did it with a toe under the roof instead of the heel hook method). Wish there were more lines like this.""",,,,,,,,"""POWER""",,,,,"""ROOF""",
2853,2017-08-11,"""Sit Down to Holm Boy""","""Squamish""","""Grand Wall""",6.0,"""7A""",55,,,3,10,1,700,14:10:00,"""DESCRIPTORS: SLOPEY |

3 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2017-08-11 at 14:00:00. 3 attempts, over 10 minutes. 
	This is really just training for my future super project Lie Down to Sit Down to Stand Up to Sit Down to Holm Boy. I like this type of sloper traversing, where you say fuck technique and mostly campus the cruxy move.""",,,,"""SLOPEY""",,,,,,,,,,
2854,2017-08-10,"""Sesame Street""","""Squamish""","""Grand Wall""",9.0,"""7C""",45,"""HARD""",,50,300,5,900,15:56:00,"""DESCRIPTORS: SLOPEY | CRIMPY | SHARP | TECHNICAL | OVERHANG |

50 Attempts | 300 Minutes | 5 Sessions

Session #1 on 2017-08-10 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #2 on 2017-08-10 at 00:00:02. 1 attempts, over 1 minutes. 
	Backfill Comment #2

Session #3 on 2017-08-10 at 00:00:03. 1 attempts, over 1 minutes. 
	Backfill Comment #3

Session #4 on 2017-08-10 at 00:00:04. 1 attempts, over 1 minutes. 
	Backfill Comment #4

Session #5 on 2017-08-10 at 11:00:00. 46 attempts, over 296 minutes. 
	So hard for me. Had to really mess around with the beta for nearly every move to make it fell doable. Shoutout to my new Quebecois friends on Tim's Sloper Problem during the final session.""",,,,"""SLOPEY""","""CRIMPY""","""SHARP""","""TECHNICAL""",,,"""OVERHANG""",,,,
2857,2017-08-07,"""Master Plan""","""Squamish""","""Grand Wall""",7.0,"""7A+""",50,,,5,30,1,750,13:30:00,"""DESCRIPTORS:

5 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2017-08-07 at 13:00:00. 5 attempts, over 30 minutes. 
	Pretty similar to Golden Boy but maybe a touch harder and a touch better?""",,,,,,,,,,,,,,
2859,2017-08-05,"""Is It Pure?""","""Squamish""","""North Walls""",2.0,"""5C""",65,,,2,10,1,352,11:10:00,"""DESCRIPTORS: TECHNICAL | VERTICAL | SCARY |

2 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2017-08-05 at 11:00:00. 2 attempts, over 10 minutes. 
	First outdoor boulder in over 12 months after ankle surgery; maybe I should have picked something smaller? Super good, but a little dirty up top.""",,,,,,,"""TECHNICAL""",,,,"""VERTICAL""",,,"""SCARY"""
2860,2017-08-04,"""Portable""","""Squamish""","""Grand Wall""",7.0,"""7A+""",80,"""HARD""",,30,30,5,750,17:26:00,"""DESCRIPTORS:

30 Attempts | 30 Minutes | 5 Sessions

Session #1 on 2017-08-04 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #2 on 2017-08-04 at 00:00:02. 1 attempts, over 1 minutes. 
	Backfill Comment #2

Session #3 on 2017-08-04 at 00:00:03. 1 attempts, over 1 minutes. 
	Backfill Comment #3

Session #4 on 2017-08-04 at 00:00:04. 1 attempts, over 1 minutes. 
	Backfill Comment #4

Session #5 on 2017-08-04 at 17:00:00. 26 attempts, over 26 minutes. 
	(Picking up the superfly rock). Proudest ascent to date. Thanks to Keenan for the support, Mackenzie for the video, and basketballs for being a great training device.""",,,,,,,,,,,,,,
3227,2016-08-02,"""Change Agent""","""Squamish""","""Cat Lake""",6.0,"""7A""",50,,,2,10,1,702,11:10:00,"""DESCRIPTORS:

2 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2016-08-02 at 11:00:00. 2 attempts, over 10 minutes. 
	Weird first move and I felt like every topout hold may break. Unfortunately it started raining right after this, but the other problems at Cat Lake look like they could be pretty sick!""",,,,,,,,,,,,,,
3227,2016-08-02,"""King Kong""","""Squamish""","""The Apron""",9.0,"""7C""",60,,,12,90,2,900,17:29:00,"""DESCRIPTORS: SLOPEY | TECHNICAL | OVERHANG | SCARY |

12 Attempts | 90 Minutes | 2 Sessions

Session #2 on 2016-08-02 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #1 on 2016-08-02 at 16:00:00. 11 attempts, over 89 minutes. 
	Felt like an epic, even though I only pulled on maybe a dozen times. After the start hold broke, people are calling this V10? Still think it's in the V9 range, there's really only one hard move before the mantel, and I didn't think it was that bad. Botched the topout on the 3rd go in classic Connor Reed fashion. Eventually had to use the mantel beta that was told to me instead of the beta that felt comfortable. Only thing that takes away from this problem is the brokeness of the start holds.""",,,,"""SLOPEY""",,,"""TECHNICAL""",,,"""OVERHANG""",,,,"""SCARY"""
3228,2016-08-01,"""Anubis""","""Squamish""","""Grand Wall""",7.0,"""7A+""",45,"""HARD""",,30,120,2,750,16:59:00,"""DESCRIPTORS: ATHLETIC | CRUXY | OVERHANG |

30 Attempts | 120 Minutes | 2 Sessions

Session #1 on 2016-08-01 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #2 on 2016-08-01 at 15:00:00. 29 attempts, over 119 minutes. 
	Really tough for me. Had to put my big boy pants on and pull 100%. The move after the big move was almost a devastator.""",,"""ATHLETIC""","""CRUXY""",,,,,,,"""OVERHANG""",,,,
3229,2016-07-31,"""Has Tim Doyle Done This?""","""Squamish""","""Grand Wall""",1.0,"""5B""",80,,,5,10,1,320,16:10:00,"""DESCRIPTORS:

5 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2016-07-31 at 16:00:00. 5 attempts, over 10 minutes. 
	OH FUCK SO SICK. Pretty scary topping out. Can't believe it all came together finally. This problem may only be 20 inches off the ground, but it feels much taller, maybe 22 inches! Shoutout to Mackenzie for the encouragement and beta. Would give it 10000 stars if I could.""","""FA""",,,,,,,,,,,,,
3231,2016-07-29,"""Low-rider""","""Squamish""","""Grand Wall""",3.0,"""6A""",40,,"""FLASH""",1,1,1,450,16:31:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2016-07-29 at 16:30:00. 1 attempts, over 1 minutes. 
	Crushed it in my street shoes. Perfect boulder, 3 feet tall, dirty holds, awkward moves, the complete package.""",,,,,,,,,,,,,,
3231,2016-07-29,"""The Mantis""","""Squamish""","""Grand Wall""",4.0,"""6B""",65,,"""FLASH""",1,1,1,550,17:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2016-07-29 at 17:00:00. 1 attempts, over 1 minutes. 
	Kinda randomly ended up here looking for something at the end of the day. This problem was actually pretty fun despite being 5 feet tall.""",,,,,,,,,,,,,,
3231,2016-07-29,"""The Cricket""","""Squamish""","""Grand Wall""",5.0,"""6C""",50,,,2,5,1,602,17:20:00,"""DESCRIPTORS:

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2016-07-29 at 17:15:00. 2 attempts, over 5 minutes. 
	Maybe should have flashed, but I tried this SICK rose under move. Mackenzie made a lot of fun of me for that beta; she's a H8R.""",,,,,,,,,,,,,,
3231,2016-07-29,"""Twister""","""Squamish""","""Grand Wall""",1.0,"""5B""",40,,"""FLASH""",1,1,1,350,17:31:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2016-07-29 at 17:30:00. 1 attempts, over 1 minutes. 
	I don't remember which problem this was. I bet it was probably unreal.""",,,,,,,,,,,,,,
3231,2016-07-29,"""Dumb Slab""","""Squamish""","""Grand Wall""",0.0,"""5A""",35,,,2,2,1,252,17:47:00,"""DESCRIPTORS: VERTICAL |

2 Attempts | 2 Minutes | 1 Sessions

Session #1 on 2016-07-29 at 17:45:00. 2 attempts, over 2 minutes. 
	I just fell on a V0-. I think it's sandbagged. Probably closer to V0+.""",,,,,,,,,,,"""VERTICAL""",,,
3231,2016-07-29,"""Depth Charge""","""Squamish""","""Grand Wall""",6.0,"""7A""",40,,"""FLASH""",1,1,1,750,18:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2016-07-29 at 18:00:00. 1 attempts, over 1 minutes. 
	Shoutout CRSP for prepping me for this. Reminds me of Duct Tape.""",,,,,,,,,,,,,,
3233,2016-07-27,"""King Swing""","""Squamish""","""Grand Wall""",7.0,"""7A+""",45,"""HARD""",,45,150,3,750,11:28:00,"""DESCRIPTORS: CRUXY | SLOPEY | OVERHANG |

45 Attempts | 150 Minutes | 3 Sessions

Session #1 on 2016-07-27 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #2 on 2016-07-27 at 00:00:02. 1 attempts, over 1 minutes. 
	Backfill Comment #2

Session #3 on 2016-07-27 at 09:00:00. 43 attempts, over 148 minutes. 
	Continued on the Squamish nemesis takedown tour with this thing. The Quebecois dudes may not like the far right foot, but I sure did. The sit looks nutty.""",,,"""CRUXY""","""SLOPEY""",,,,,,"""OVERHANG""",,,,
3233,2016-07-27,"""Minor Threat""","""Squamish""","""Grand Wall""",6.0,"""7A""",50,,,10,60,2,700,12:59:00,"""DESCRIPTORS: SLOPEY | CRIMPY | OVERHANG |

10 Attempts | 60 Minutes | 2 Sessions

Session #1 on 2016-07-27 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #2 on 2016-07-27 at 12:00:00. 9 attempts, over 59 minutes. 
	Climbs like a gym problem, which I'm apparently bad at now? Had a lot of trouble remembering beta while climbing this.""",,,,"""SLOPEY""","""CRIMPY""",,,,,"""OVERHANG""",,,,
3234,2016-07-26,"""Undertow""","""Squamish""","""Grand Wall""",7.0,"""7A+""",45,"""HARD""",,3,20,1,750,14:20:00,"""DESCRIPTORS: SLOPEY |

3 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2016-07-26 at 14:00:00. 3 attempts, over 20 minutes. 
	In the heat. Felt pretty hard and awkward. Big shoutout to CRSP for the lifetime of preparation to climb this sick rig. Probably not in my personal top-100 though.""",,,,"""SLOPEY""",,,,,,,,,,
3235,2016-07-25,"""Mr. Bigglesworth""","""Squamish""","""Grand Wall""",8.0,"""7B+""",55,,,10,45,1,850,18:45:00,"""DESCRIPTORS:

10 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2016-07-25 at 18:00:00. 10 attempts, over 45 minutes. 
	On the late night prowl for new boulders. Did it quick after Phil's beta. First move crux for me. The low looks really thrutchy and dabby :/.""",,,,,,,,,,,,,,
3236,2016-07-24,"""Sunshine and Lollipops""","""Squamish""","""Grand Wall""",6.0,"""7A""",55,"""HARD""",,20,90,2,700,14:29:00,"""DESCRIPTORS: SCARY |

20 Attempts | 90 Minutes | 2 Sessions

Session #1 on 2016-07-24 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #2 on 2016-07-24 at 13:00:00. 19 attempts, over 89 minutes. 
	Super difficult for me. Rocking onto heels outside of my shoulder box comes so unnaturally. Glad I no longer have to do the first move anymore.""",,,,,,,,,,,,,,"""SCARY"""
3236,2016-07-24,"""Phantom Power""","""Squamish""","""Grand Wall""",8.0,"""7B+""",65,"""SOFT""",,10,30,1,850,16:30:00,"""DESCRIPTORS: SCARY |

10 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2016-07-24 at 16:00:00. 10 attempts, over 30 minutes. 
	Good problem, but difficult to find. Only takeaways are the first move being kind of strange and the fall at the finish possibly being scary.""",,,,,,,,,,,,,,"""SCARY"""
3237,2016-07-23,"""Typhoon""","""Squamish""","""North Walls""",4.0,"""6B""",50,,"""FLASH""",1,1,1,550,10:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2016-07-23 at 10:00:00. 1 attempts, over 1 minutes. 
	First of the trip. Not quite as good as Japanese Cowboy but still a fun one.""",,,,,,,,,,,,,,
3237,2016-07-23,"""The Tugger""","""Squamish""","""North Walls""",6.0,"""7A""",70,"""SOFT""","""FLASH""",1,1,1,750,11:31:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2016-07-23 at 11:30:00. 1 attempts, over 1 minutes. 
	Had to rush this one in before the boulder got bombarded by 10 Washington-ites. Climbs like a gym problem (minus the semi-tricky topout move).""",,,,,,,,,,,,,,
3237,2016-07-23,"""Dog Days""","""Squamish""","""Powerline Boulders""",3.0,"""6A""",50,,"""FLASH""",1,1,1,450,15:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2016-07-23 at 15:00:00. 1 attempts, over 1 minutes. 
	Racing Ra really let me down. I hyped it so hard to Mackenzie and it just wasn't as fun as I remembered, not to mention to scorching heat.""",,,,,,,,,,,,,,
3257,2016-07-03,"""Egghead Arete Indirect""","""Castle Rock""","""The Graveyard""",8.0,"""7B+""",50,,,10,45,1,850,13:45:00,"""DESCRIPTORS:

10 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2016-07-03 at 13:00:00. 10 attempts, over 45 minutes. 
	In the heat with Katie Neale! Harder than the direct. Maybe I'll super direct one day.""",,,,,,,,,,,,,,
3265,2016-06-25,"""Dark Helmet""","""Tuolumne Meadows""","""Raisin Creek""",2.0,"""5C""",30,,"""FLASH""",1,1,1,400,11:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2016-06-25 at 11:00:00. 1 attempts, over 1 minutes. 
	Not 3 stars Charlie Barrett, this problem is pretty shit. It also gets really really hot.""",,,,,,,,,,,,,,
3265,2016-06-25,"""Spaceballs""","""Tuolumne Meadows""","""Raisin Creek""",4.0,"""6B""",40,,,5,20,1,500,11:20:00,"""DESCRIPTORS:

5 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2016-06-25 at 11:00:00. 5 attempts, over 20 minutes. 
	Kind of crumbly at the bottom, kind of scrunchy in the middle, and kind of hot at the top. Maybe this is better when it's not a billion degrees.""",,,,,,,,,,,,,,
3265,2016-06-25,"""White Stuff""","""Tuolumne Meadows""","""Raisin Creek""",7.0,"""7A+""",60,,,5,20,1,750,12:20:00,"""DESCRIPTORS: CRIMPY | SHARP |

5 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2016-06-25 at 12:00:00. 5 attempts, over 20 minutes. 
	Fun little problem. Jumping can be fun, even off small, sharp, painful crimps.""",,,,,"""CRIMPY""","""SHARP""",,,,,,,,
3265,2016-06-25,"""Ian's Prow""","""Tuolumne Meadows""","""Drug Dome""",6.0,"""7A""",40,,,5,30,1,700,15:30:00,"""DESCRIPTORS:

5 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2016-06-25 at 15:00:00. 5 attempts, over 30 minutes. 
	Hooray! I've established myself as the #1 Punter on tour. Mackenzie cried when I fell off the top; she's so sympathetic and sweet!""",,,,,,,,,,,,,,
3266,2016-06-24,"""Booze Bottle""","""Tuolumne Meadows""","""Ridge Top""",6.0,"""7A""",65,"""HARD""",,10,90,1,700,12:30:00,"""DESCRIPTORS: OVERHANG |

10 Attempts | 90 Minutes | 1 Sessions

Session #1 on 2016-06-24 at 11:00:00. 10 attempts, over 90 minutes. 
	Not quite as cool as it looks, but still very good. Took a long time to figure out the top; thanks unchalked mystery crimp, you da real MVP. Thanks to Mackenzie for leading the way to the boulders, no way I would have made it by myself. P.S. - the downclimb is scarier than the actual problem, still haven't figured out a very good way off this boulder.""",,,,,,,,,,"""OVERHANG""",,,,
3266,2016-06-24,"""Booze Bottle Sit""","""Tuolumne Meadows""","""Ridge Top""",8.0,"""7B+""",65,"""SOFT""",,5,30,1,850,13:30:00,"""DESCRIPTORS: OVERHANG |

5 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2016-06-24 at 13:00:00. 5 attempts, over 30 minutes. 
	Don't think this move adds 2 grades (Conor said it used to add 3? Blasphemous!) unless it really makes you tired enough where the top becomes harder. I do think it adds a bit of quality, even if it's probably not the obvious start that the stand is.""",,,,,,,,,,"""OVERHANG""",,,,
3272,2016-06-18,"""Pimp Juice""","""Tahoe""","""Pie Shop""",9.0,"""7C""",65,"""SOFT""",,50,400,4,900,12:27:00,"""DESCRIPTORS: CRUXY | OVERHANG | SLAB | SCARY |

50 Attempts | 400 Minutes | 4 Sessions

Session #1 on 2016-06-18 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #2 on 2016-06-18 at 00:00:02. 1 attempts, over 1 minutes. 
	Backfill Comment #2

Session #3 on 2016-06-18 at 00:00:03. 1 attempts, over 1 minutes. 
	Backfill Comment #3

Session #4 on 2016-06-18 at 05:50:00. 47 attempts, over 397 minutes. 
	Finally. Told myself in 2012 that I wasn't going to walk back up that hill until I was sure I could do it and it went 2nd go today. Forgot all the beta at the top and ended up doing it probably in as ugly a fashion as possible. Mackenzie dubbed it ""ATD Round 2"" which seems appropriate.""",,,"""CRUXY""",,,,,,,"""OVERHANG""",,"""SLAB""",,"""SCARY"""
3273,2016-06-17,"""Troubled Waters""","""Tahoe""","""Lost in Space""",5.0,"""6C""",65,"""SOFT""","""FLASH""",1,1,1,650,13:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2016-06-17 at 13:00:00. 1 attempts, over 1 minutes. 
	Fun climb, but there's only one move that's semi-hard (the first one). Ender's Game was weird/hard and I couldn't finish, and then I went and got a flapper on Space Race. GREAT DAY.""",,,,,,,,,,,,,,
3279,2016-06-11,"""Hobo""","""Tahoe""","""The Saddle""",8.0,"""7B+""",75,,,3,10,1,850,13:10:00,"""DESCRIPTORS: ATHLETIC | CRIMPY | POWER | OVERHANG | SCARY |

3 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2016-06-11 at 13:00:00. 3 attempts, over 10 minutes. 
	Nearly pseudo-flashed (I had done the first move a bunch when doing midnight train). Really fun athletic moves on good holds. More my style than Midnight Train so it felt slightly easier. Probably not V9 in my book; I don't know why it got the upgrade in the book, both problems should be V8.""",,"""ATHLETIC""",,,"""CRIMPY""",,,"""POWER""",,"""OVERHANG""",,,,"""SCARY"""
3279,2016-06-11,"""Masterworks""","""Tahoe""","""Rainbow""",4.0,"""6B""",60,,"""FLASH""",1,1,1,550,16:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2016-06-11 at 16:00:00. 1 attempts, over 1 minutes. 
	Pretty fun, but the weird topout limits it from getting the Recommended flag.""",,,,,,,,,,,,,,
3279,2016-06-11,"""Triple Crown""","""Tahoe""","""Rainbow""",6.0,"""7A""",65,,,5,20,1,700,16:30:00,"""DESCRIPTORS:

5 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2016-06-11 at 16:10:00. 5 attempts, over 20 minutes. 
	Fun problem with a strange off-the-ground crux. Was called a ""heelhook motherfucker"" on this so thanks for the compliment? I think? Thanks for the wack beta/overenthusiastic cheering meth dudes.""",,,,,,,,,,,,,,
3280,2016-06-10,"""Maximum Overdrive""","""Tahoe""","""Boreal""",8.0,"""7B+""",70,,,10,45,1,850,13:45:00,"""DESCRIPTORS: CRUXY |

10 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2016-06-10 at 13:00:00. 10 attempts, over 45 minutes. 
	Glad I got to watch Mark ""Mittens"" Seelos top this out before me or else I would have made a fool of myself. Fun big move to the gaston over the lip. Did it with a toe-in instead of the more common heel method.""",,,"""CRUXY""",,,,,,,,,,,
3280,2016-06-10,"""Chillax""","""Tahoe""","""Boreal""",5.0,"""6C""",45,,,3,10,1,600,15:10:00,"""DESCRIPTORS: SCARY |

3 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2016-06-10 at 15:00:00. 3 attempts, over 10 minutes. 
	Fun problem with kind of a strange topout. The Chiller Face and Ice House look horrifyingly scary.""",,,,,,,,,,,,,,"""SCARY"""
3285,2016-06-05,"""Don't Worry, Be Slappy""","""Mickey's Beach""","""Mickey's Beach""",6.0,"""7A""",30,,"""FLASH""",1,1,1,750,12:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2016-06-05 at 12:00:00. 1 attempts, over 1 minutes. 
	Awkward, and not the fun type. Probably not V6 after the shift, and probably not as fun? It was 4 stars in the book, but climbs like a pile of crap. I'll give the benefit of the doubt and say it used to be really cool before the shift.""",,,,,,,,,,,,,,
3285,2016-06-05,"""Grace Face""","""Mickey's Beach""","""Mickey's Beach""",4.0,"""6B""",40,,,2,5,1,502,12:35:00,"""DESCRIPTORS:

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2016-06-05 at 12:30:00. 2 attempts, over 5 minutes. 
	Slightly less awkward than Don't Worry, Be Slappy. Felt like I was actually climbing on this one. This one is def not V5 anymore. Maybe more like V4? V3?""",,,,,,,,,,,,,,
3293,2016-05-28,"""Crescendo""","""Tahoe""","""Castle Peak""",7.0,"""7A+""",60,"""BOUNTY EXTRA SOFT""","""FLASH""",1,1,1,800,13:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2016-05-28 at 13:00:00. 1 attempts, over 1 minutes. 
	Castle Peak Adventure: 2016 Edition. Tried to go to the Fun House, but it took >1 hr to get to Treasure Cove since the snow made us get lost off the trail. This problem was actually kinda cool, and it gets the Bounty Extra Soft rating! I'll take the softness for the terrible hike/wet shoes and socks/having everything else be wet/snow-covered.""",,,,,,,,,,,,,,
3293,2016-05-28,"""Bear Hug Arete""","""Tahoe""","""Split Rock""",4.0,"""6B""",50,,,5,30,2,500,16:29:00,"""DESCRIPTORS:

5 Attempts | 30 Minutes | 2 Sessions

Session #2 on 2016-05-28 at 00:00:01. 1 attempts, over 1 minutes. 
	Backfill Comment #1

Session #1 on 2016-05-28 at 16:00:00. 4 attempts, over 29 minutes. 
	Psuedo flash. Tried this back in 2008 on my first outdoor climbing experience. Shockingly, it felt easier now. Nice to see some measurable improvement after 8 years of falling off rocks.""",,,,,,,,,,,,,,
3293,2016-05-28,"""Unnamed Split Rock Problem""","""Tahoe""","""Split Rock""",5.0,"""6C""",30,"""HARD""",,10,45,1,600,17:15:00,"""DESCRIPTORS:

10 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2016-05-28 at 16:30:00. 10 attempts, over 45 minutes. 
	This problem sucks. I mostly kept trying because Marshall kept talking about geckos. So...thanks Randy?""",,,,,,,,,,,,,,
