estimated_date,author,topic,medium,source,quote
2017-10-23,"""Christopher D. Long (@octonion)""","""Sports(Other)""","""Twitter""",,"""Positional flexibility is something that's not properly valued by the most popular publicly available metrics."""
2017-10-28,"""Kyle Boddy (@drivelinebases)""","""Sports(Baseball)""","""Twitter""",,"""When I worked for the Astros one of my bosses said the best thing I could do was to learn Spanish. Since I?m an idiot, I didn?t."""
2017-10-28,"""Kyle Boddy (@drivelinebases)""","""Sports(Baseball)""","""Twitter""",,"""Learning to deal with dumb people is a skill you need to master not only in pro ball, but in life. So start."""
2017-11-01,"""Benjamin Morris (@skepticalsports)""","""Sports(Football)""","""Twitter""",,"""Pats should have Tom Brady sit a few games every year just to raise the value of their backup QBs before trading them."""
2017-11-01,"""MalwareTech (@MalwareTechBlog)""","""Comedy""","""Twitter""",,"""""Twitter is information you care about from people you don't know, Facebook is information you don't care about from people you do"""""
2017-11-02,"""Kyle Boddy (@drivelinebases)""","""Sports(Baseball)""","""Twitter""",,"""@octonion put it best: Every drafted player should get a blueprint laid out for them on how the team sees developing them as a big leaguer. Requires player development and scouting to unify in prospect planning. Guys taken in the 30th+ rounds know they are just filling MiLB roles. But if things break right, they can contribute to the MLB roster. It is vital that the parent club tell them what that journey looks like."""
2017-11-02,"""Cade Massey (@bcmassey)""","""Sports(Football)""","""Twitter""",,"""Congrats to @Wharton alum @jluhnow on the Astros' 1st World Championship. He shared some wisdom with us last Feb: ""With the odds nudged in our favor we?ll have better outcomes over the long haul. But unlike blackjack...we only get to play 10-20 hands."""""
2017-11-14,"""Mike C (@mike_scott88)""","""Sports(Basketball)""","""Twitter""",,"""Don't wait around for a sports job. Go find a good job. Go work at a research group, etc. You'll gain tons of valuable skills, help with the lower pay in the league, and beef up your resume:"""
2017-11-20,"""Kevin Pelton (@kpelton)""","""Sports(Basketball)""","""Twitter""",,"""Everything is obviously going to happen after it happens. Don't judge decisions based on the outcome, judge them based on the process."""
2017-11-25,"""Richard Feynman (@ProfFeynman)""","""Lifestyle and Self-Improvement""","""Twitter""",,"""You have no responsibility to live up to what other people think you ought to accomplish. I have no responsibility to be like they expect me to be. It's their mistake, not my failing."""
2017-11-25,"""Kyle Boddy (@drivelinebases)""","""Sports(Baseball)""","""Twitter""",,"""I am not in charge of athletes' results; that is @SBriend97's job. @Jason_cOchart is in charge of hitting - products + services. @mike_rathwell is the CEO - not just in title. Sometimes they make decisions I don't agree with. I don't need to. A good boss trusts their people."""
2017-11-30,"""David Robinson (@drob)""","""Data Science""","""Twitter""",,"""For most programming topics:     ""Would it be useful to know it?"" Probably!     ""Do I have to learn it eventually?"" Maybe!     ""Should it be the first thing I learn?"" Probably not!"""
2017-11-30,"""Jason Ochart (@JasonOchart)""","""Sports(Baseball)""","""Twitter""",,"""An interesting thing happened the other day. Our hitters were hitting 88 mph cutters from the pitching machine. A pro hitter was hitting very well, so I told him ""well done! You're hitting those cutters very well, I'm impressed"" He responded with ""oh those are cutters?"" He didn't realize he was hitting cutters. His next round was pure yip salad, he swung and missed half the pitches, was consistently late and had a terrible round. It didn't make any sense to me, and it's been on my mind. My thoughts are that his brain was able to couple an action(swing) with the perception (incoming pitch) naturally just because he is an elite athlete and mover. This happened subconsciously, as is ideal. But once he was made aware of the pitch, he began to deliberately think about swinging to where a cutter moves. He began to try to override his motor system's method of attaching a movement solution to a movement problem by consciously making the adjustment perceived to be needed. Some of the best hitters I've ever coached have no idea what pitch they hit after at bats. Or when I'd tell them that I picked the pitcher's pitches and will give them verbals, they say they don't want them. It used to confuse me a lot. So I guess the take away is that we have to be careful about where we direct the attention of a hitter. If a guy is flowing and hitting well, the best thing to do is leave them alone. Saying nothing is often the best thing to say. As a matter of fact, telling a hitter what he's doing well (especially physically) when they are doing well is likely a good way to screw them up if they aren't capable or trained to deal with that information productively."""
2017-12-01,"""Justin Mezzell (@JustinMezzell)""","""Data Science""","""Twitter""",,"""I recommend coding if you enjoy aggressively alternating between feeling like the dumbest and the smartest person alive."""
2017-12-01,"""Jennifer Wright (@JenAshleyWright)""","""Decision Making and Psychology""","""Twitter""",,"""So, here's why trickle down economics does not work: when you give rich people more money, they put it in the stock market. They do not think ""Now I, a banker, will open a small wedding cake business and hire teens!"""""
2017-12-05,"""Shane Parrish (@farnamstreet)""","""Sports(Football)""","""Twitter""",,"""Question to Bill Belichick: ""With all you have accomplished in your coaching career, what is left that you still want to accomplish?"" Belichick's answer: ""I'd like to go out and have a good practice today. That would be at the top of the list right now."""""
2017-12-17,"""Casey Mangan (@CaseyMangan)""","""Sports(Football)""","""Twitter""",,"""The @49ers and @warriors have the same strategy: 3 pointers on every possession and play adequately on defense. Seems to work better in basketball."""
2017-12-20,"""Ken Massey (@masseyratings)""","""Sports(Other)""","""Twitter""",,"""Needs to be easier to take a few years off after high school to work/apprentice, join the military, travel, do humanitarian work, care for family, etc. Then return with a better perspective and appreciation for college."""
2017-12-24,"""Hawerchuk (@behindthenet)""","""Sports(Hockey)""","""Twitter""",,"""So it has been 7 years since I quit doing hockey analysis, now been out longer than I was in. Not going to lie, I'm pretty sad at the state of the league today. To borrow again from Gartner, 3.5 years ago, we hit the ""Peak of Inflated Expectations"". We are now massively in the ""Trough of Disillusionment"", and I don't see us digging out for a while. I'm hopelessly biased because he's a long time friend of mine, but man, Sunny Mehta is a top tier NHL GM, and instead of seeing him work his magic, we watch a bunch of guys whose dads were famous stumble around like Hans Moleman's kids. We still have 27 GMs who are there because they played pro or their dads are famous. The other three: Lou (no longer an outsider) and the mysterious John Chayka and Jeff Gorton. In today's NHL, any team that spends to cap should be a 93-point team. Literally, VGK, assembled from useless scraps, is that good. So you can make BizNasty2.0 your GM and he'll probably make the playoffs if you give him that much cash. In fact, no GM has really shown any deterministic talent for building a good team. Every GM has either relied on good drafting after being bad, or great legacies. What I find unfortunate, is that nobody has had the guts to break through this. There is so much untapped value in the NHL, you can find a GM who will win the cup at the salary floor. You can't do that by picking up guys who have the aura of being a 2nd line center and who coach knew in Moose Jaw. It's a recipe for being no better than anybody else.     I thought this was worth addressing. Steve Yzerman got his job because he's Steve Yzerman, Hall of Fame hockey player. He may be better at it than the other ex-players who've been hired to do it elsewhere, but ""deserve"" isn't quite the right way to describe it."""
2017-11-21,"""Kyle Boddy (@drivelinebases)""","""Sports(Baseball)""","""Twitter""",,"""If you constantly use doubters and competitors to fuel your passion, what will you do when you are near the top? It?s a mental weakness to rely on external strife. Just do the work."""
2017-12-28,"""Kyle Boddy (@drivelinebases)""","""Sports(Baseball)""","""Twitter""",,"""""I wish I knew [x]""   ""I wish I was as smart as you""     New copout excuses for not getting shit done. A state-level undergrad-level equivalent education can be had for free online, and Google can answer 95-99% of your questions and problems. Get to learning if you want to."""
2017-12-29,"""Christopher D. Long (@octonion)""","""Sports(Other)""","""Twitter""",,"""You can present people with irrefutable facts, inescapable logic and ironclad science, but they'll still reject it all in favor of someone who shouts very loud."""
2018-01-09,"""Adam Himmelsbach (@AdamHimmelsbach)""","""Sports(Basketball)""","""Twitter""",,"""Brad Stevens' dad jokes are becoming a #2018fav     How far do you see your team going this season?   ""Well, London?s the furthest. L.A. probably next. I don?t know after that."""""
2018-01-11,"""Sharla Gelfand (@sharlagelfand)""","""Data Science""","""Twitter""",,"""is there a data warehousing version of ""if you've copy and pasted 3 times, write a function""?     if you've written the same SQL query more than 3 times, create an etl table?"""
2018-01-12,"""Kyle Boddy (@drivelinebases)""","""Sports(Baseball)""","""Twitter""",,"""Some tips on giving advice:   0) Don't give unsolicited direct advice.   1) When asked, respond thoughtfully with your opinion backed up by the facts/research you know.   2) Listen.   3) State your final position (changed your mind or not).   4) Shut up and let them live their life."""
2018-01-13,"""Jon Bois (@jon_bois)""","""Sports(Other)""","""Twitter""",,"""just witnessed a bank robbery - but i'm not calling the police. why not? well, it's simple: it's only taking place in a movie i am watching comfortably at home. that's the magic of movies"""
2017-12-31,"""Steve Shea (@SteveShea33)""","""Sports(Other)""","""Twitter""",,"""There are 2 commonly cited concerns regarding sports analytics positions:  1. low salary  2. lack of job security  But, a few times, I've heard concerns there wasn't a real opportunity:  3. to make an impact or  4. for self-improvement"""
2018-01-16,"""Jon Bois (@jon_bois)""","""Sports(Other)""","""Twitter""",,"""i'm going to be a bitcoin guy but for u.s. currency. this is the best time to get some dollars. if you don't get money you are a fool"""
2017-12-29,"""Alexander D'Amour (@alexdamour)""","""Data Science""","""Twitter""",,"""Problem: Model predicts well but is misspecified, so the best approximating model fit changes in time. Adding more data without refitting *increases* prediction bias.    Academic sol'n: Complicate the model.    Practical sol'n: Continuous validation and refitting."""
2018-01-19,"""Ryan Parker (@RA_Parker)""","""Sports(Baseball)""","""Twitter""",,"""Charlie Morton on MLB Radio about the Astros crazy use of information. Instead of doing things by the book they ""do things that work"" lol."""
2018-01-19,"""Randy Olson (@randal_olson)""","""Data Science""","""Twitter""",,"""One concern I have with many of the beginner tutorials, guides, etc. for #MachineLearning is that they focus so much on ""how X algorithm works"" or ""how to use X algorithm in Y language/package."" What's more important is knowing for what problems to use X algorithm, and why."""
2018-01-21,"""Paul Sporer (@sporer)""","""Sports(Baseball)""","""Twitter""",,"""Any baseball player over age 35 hits a homer... ""STEROIDS!!!!!"" James Harrison still getting it done at age-39... ""what a warrior! have you seen his workouts?!"" lol"""
2018-01-23,"""Ben Dowsett (@Ben_Dowsett)""","""Sports(Basketball)""","""Twitter""",,"""""Man, who needs stats? I learn everything I need to know from watching basketball, not looking at a spreadsheet.""    ""LMAO Al Horford just made the ASG averaging 13 PPG and 8 RPG? What a sham.""    -same people  """
2018-01-23,"""Kyle Boddy (@drivelinebases)""","""Sports(Baseball)""","""Twitter""",,"""A big concern I have with analytical writers is that they mostly write from the team aspect, which means they write about analytics from a cost-saving / talent acquisition standpoint. That's fine, but implicitly players are being sorted and minmaxed using these methods."""
2018-01-24,"""Kevin Duffy (@KevinRDuffy)""","""Sports(Football)""","""Twitter""",,"""Bill Belichick asked about not having scored in the first quarter of any Super Bowl: ""Look, we try to score in every game. I know that's hard to understand."""""
2018-01-25,"""Ben Brewster (@TreadAthletics)""","""Sports(Baseball)""","""Twitter""",,"""Biggest logical fallacy in training: ""it worked for me, therefore it is the most optimal approach."" Don't be satisfied, keep learning."""
2018-02-01,"""""Ian Abramson (@ianabramson)""","""Comedy""","""Twitter""",,"""When you compare the size of a gummy worm versus a gummy bear, it starts to paint a horrific picture of the gummy universe."""
2018-02-08,"""Kevin Cole (@Cole_Kev)""","""Sports(Football)""","""Twitter""",,"""Doug Pederson's lack of pedigree before becoming a HC was likely a huge factor in his success. Consistently showed humility by tailoring his offense to his QB, incorporating innovative outside concepts and respecting the conclusions of his analytics staff"""
2018-02-06,"""Kyle Boddy (@drivelinebases)""","""Sports(Baseball)""","""Twitter""",,"""A big issue is one of perception: Fans can see themselves as a pro baseball player - because they played Little League - but not a billionaire owner.     So THEY would take X millions to play. Why won?t Hosmer or Darvish?  """
2018-02-07,"""Kazuki Yamada (@ikzauk)""","""Lifestyle and Self-Improvement""","""Twitter""",,"""My position on argumentation is often sourced from a phrase I read in a Japanese book:     'Always remember that to argue, and win, is to break down the reality of the person you are arguing against. It is painful to lose your reality, so be kind, even if you are right.'"""
2018-01-29,"""Dan Bader (@dbader_org)""","""Data Science""","""Twitter""",,"""?Any code of your own that you haven't looked at for six or more months might as well have been written by someone else.? ? Eagleson's law"""
