superAdj_rnk,adj_rnk,avg_rnk,ofp_rnk,*data*,first_name,last_name,age,position,bats,throws,p_type,cur_team,*overall*,superAdj_FV,adj_FV,avg_FV,ofp_FV,flag_value,shortlist_value,shortlist_notes,*FV*,FV_pts,fg_FV,mi_grade,mlbp_FV,fgd_FV,mlbd_FV,fg_OFP_present,fg_OFP_future,mlb_OFP,*rnk*,fg100,mlbp_top100,fgd_top100,fgd_rank,mlbd_rank,*bio*,prospect_id,height,weight,*eta*,fg_eta,mi_eta,mlbp_eta,*extras*,mi_blurb,mlbp_blurb,fgd_blurb,mlbd_blurb,fg_video,fgd_video,*nsbl*,NSBL_team,salary,contract,*sign*,fgd_pick_team,fgd_pick_num,fg_signed,fg_signedFrom,mlbp_signed,*edu*,fgd_school,fgd_college_commit,mlbd_school,mlbd_grade,*team*,fg_team,mi_team,mlbp_team,*flags*,sleeper,breakout,upside,personal_traits,*intang*,fg_athleticiscm,fg_frame,fg_performance,*fg hit*,Hit_present,GamePower_present,RawPower_present,Speed_present,Field_present,Throws_present,Hit_future,GamePower_future,RawPower_future,Speed_future,Field_future,Throws_future,*fh pit*,Fastball_present,Changeup_present,Curveball_present,Slider_present,Cutter_present,Splitter_present,Other_present,Command_present,Fastball_future,Changeup_future,Curveball_future,Slider_future,Cutter_future,Splitter_future,Other_future,Command_future,*mlb hit*,hit,power,run,arm,field,*mlb pit*,fastball,change,curve,slider,cutter,splitter,other,control
1034,1065,1034,1122,"""|""","""Austin""","""Wynns""",27.47,"""C""","""R""","""R""","""professional""","""BAL""","""|""",40.5,40.3,40.0,43.2,0.25,,,"""|""",80,,,45,,,,,43.2,"""|""",,,,,,"""|""",2615,"""74""","""205""","""|""",,,2018,"""|""",,"""Scouting grades: Hit: 50 | Power: 40 | Run: 35 | Arm: 55 | Field: 55 | Overall: 45  Selected in the 10th round in 2013 following his senior year at Fresno State, Wynns made progress on both sides of the ball during his first two seasons before breaking out in earnest in '17 with a career-best performance across three levels including Triple-A. That across-the-board improvement prompted the Orioles to add Wynns to their 40-man roster after the season.   Wynns is a strong defender behind the plate with above-average arm strength and advanced catch-and-throw skills that enabled him to throw out more than 38 percent of attempted basestealers in 2017. He also made strides with his blocking, and club officials speak highly of his feel for calling a game. No slouch with the bat, Wynns slashed .281/.377/.419 while establishing career highs in home runs (10), doubles (19) and walks (54).   Wynns' breakout performance has thrust him into the Major League spotlight, portending a possible backup role for the 27-year-old catcher.""",,,,,"""|""",,,,"""|""",,,,,,"""|""",,,,,"""|""",,,"""BAL""","""|""",0,1,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",50,40,35,55,55,"""|""",,,,,,,,
1035,1094,1035,1158,"""|""","""Cal""","""Raleigh""",21.51,"""C""","""S""","""R""","""draft""","""SEA""","""|""",40.5,40.2,40.0,42.5,0.25,,,"""|""",160,,,,40,45,,,42.5,"""|""",,,0,95,150,"""|""",2519,"""75""","""205""","""|""",,,,"""|""",,,,"""Scouting grades: Hit: 45 | Power: 50 | Run: 35 | Arm: 45 | Field: 45 | Overall: 45  Raleigh comes from a baseball family, with a father and uncle who both played at Western Carolina. His dad went on to coach at his alma mater and at Tennessee, while his uncle spent 10 years in the Minor Leagues. The younger Raleigh jumped on the map as a freshman at Florida State, scuffled as a sophomore, but has bounced back with a strong junior season, at least with the bat.    The switch-hitting backstop has swung the bat well, especially in the second half of his junior season, using an advanced approach at the plate to hit for average and power while drawing a ton of walks. It's more power over hit, with some concern over him hitting enough at the next level to tap consistently into that raw pop. Raleigh's defensive game, however, has not taken the same step forward this year. Not overly athletic, he hasn't been very agile behind the plate and his blocking and receiving have been inconsistent, as has been his arm.    College catching is always hard to find, and Raleigh has done it for three years at Florida State. Teams will be buying the bat here, with the hope that he'll defend just well enough to stick there as an offensive-minded catcher.""",,,"""|""",,,,"""|""","""SEA""",90,,,,"""|""","""Florida State""","""""","""Florida State""","""Junior""","""|""",,,,"""|""",0,0,0,1,"""|""","""""","""""","""""","""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",45,50,35,45,45,"""|""",,,,,,,,
1036,1095,1036,1159,"""|""","""Cole""","""Duensing""",19.96,"""RHP""","""L""","""R""","""professional""","""ANA""","""|""",40.5,40.2,40.0,42.5,0.25,,,"""|""",80,,,45,,,,,42.5,"""|""",,,,,,"""|""",1933,"""76""","""175""","""|""",,,2021,"""|""",,"""Scouting grades: Fastball: 55 | Curveball: 50 | Changeup: 45 | Control: 45 | Overall: 45    Scouts spent a lot of time in Overland Park, Kan., leading up to the 2016 Draft. Yes, many were there to see Riley Pint, who ended going No. 4 overall to the Rockies in that June's Draft. But they surely checked in on another 6-foot-4 projectable right-hander in Duensing, who ended going in the sixth round and got an above-pick value deal to walk away from his Kansas State commitment.    While Duensing threw well in his brief pro debut that summer, he had some serious ups and downs in 2017. Most of his issues stemmed from issues with his delivery, as he struggled to be consistent with it and his arm slot all summer. As a result, his stuff fluctuated greatly, with a low-90s fastball that dipped below that at times and a breaking ball that would flash solid average occasionally, but would be a lot less serviceable than that a lot of the time.    Duensing's delivery problems also led to control trouble, but the good news is he made positive strides during instructs on smoothing out some of the kinks. He's athletic and has plus makeup, so there is cautious optimism he can carry those lessons over to competition in 2018.""",,,,,"""|""",,,,"""|""",,,,,,"""|""",,,,,"""|""",,,"""ANA""","""|""",0,0,0,1,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",55,45,50,,,,,45
1037,1096,1037,1160,"""|""","""Tyler""","""Ras""",18.56,"""RHP""","""S""","""R""","""draft""","""Middletown North (N.J.) HS""","""|""",40.5,40.2,40.0,42.5,0.25,,,"""|""",40,,,,,45,,,42.5,"""|""",,,,,197,"""|""",2563,"""unknown""","""200""","""|""",,,,"""|""",,,,"""Scouting grades: Fastball: 60 | Slider: 45 | Changeup: 45 | Control: 45 | Overall: 45  A New Jersey high school right-hander hasn't been taken in the top five round since Joe Gatto was a second-rounder back in 2014, and Gatto was the first one since 2008 (Jason Knapp, second round). Ras, thanks to his arm strength and athleticism, has the chance to join a very select group.    Ras is a two-way stand out at Middletown High School who has separated himself as a pitching prospect. He's projectable at 6-foot-4 and has been up to 93 mph with his fastball, with more in the tank as he fills out that frame. He's at his best when he stays on top and throws downhill, creating good life on that heater. His secondary stuff is behind his fastball, though his slurvy breaking ball and his changeup show glimpses of being solid offerings. Some scouts don't love his arm action and delivery, but with his athleticism, there's hope things could be corrected with instruction.    There are teams that don't shy away from pitching projects, and Ras certainly would be one. He's committed to the University of Alabama, but it's easy to dream on what he can become once he's focusing only on the mound.""",,,"""|""",,,,"""|""",,,,,,"""|""",,,"""Middletown North (N.J.) HS""","""Senior""","""|""",,,,"""|""",0,0,0,1,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",60,45,,45,,,,45
1038,1132,1038,1211,"""|""","""Tomas""","""Alastre""",19.97,"""RHP""","""R""","""R""","""professional""","""WAS""","""|""",40.5,40.0,40.0,40.0,0.50,,,"""|""",80,,,45,,,,,40.0,"""|""",,,,,,"""|""",2595,"""76""","""170""","""|""",,,2021,"""|""",,"""Scouting grades: Fastball: 55 | Curveball: 55 | Changeup: 40 | Control: 40 | Overall: 45  Part of Washington's 2014-15 international class, Alastre has impressed the club with the quick progress he's made early in his career. After a rocky U.S. debut in the Rookie-level Gulf Coast League, Alastre was overmatched with an Opening Day assignment to Class A Short-Season Auburn in 2017. The right-hander fared much better back in the Rookie-level Gulf Coast League, where he showed improved feel for his promising stuff.  Young and projectable, Alastre uses his height to leverage the baseball to the plate, working in the low-90s with his fastball and pairing it with an above-average curveball that features 12-to-6, downer shape. Club officials expect Alastre to add more velocity as he grows into his lean and athletic frame.  The Nationals speak highly of Alastre's cerebral approach to pitching and expect his control and command to both improve as he gains experience and develops physically. He's poised to make gains on that front in 2018, in his age-20 season.""",,,,,"""|""",,,,"""|""",,,,,"""July 5, 2014 - WSH""","""|""",,,,,"""|""",,,"""WAS""","""|""",0,1,0,1,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",55,40,55,,,,,40
1039,1021,1039,1006,"""|""","""Samir""","""Duenez""",21.97,"""1B""","""L""","""R""","""professional""","""KC""","""|""",40.4,40.4,40.0,44.6,0.00,,,"""|""",200,,"""C+""",45,,,,,44.6,"""|""",,,,,,"""|""",2232,"""73""","""195""","""|""",,"""2019""",2019,"""|""","""Age 21, signed out of Venezuela in 2013; hit .242/.304/.402 with 17 homers, 36 walks, 116 strikeouts in 523 at-bats in Double-A; scouting reports have always been ahead of his production; optimists see a polished, mechanically-sound swing with solid defensive skills; pessimists say his power is inadequate for a first baseman and that his polish as a hitter is over-rated and not supported by the numbers; optimists counter that he is very young and has time to improve and tap his power more often. I fall somewhere in the middle, having seen both good and bad in specific games from him; Id be surprised if he becomes an impact player but he could last a long time as a role bat.  ETA 2019.""","""Scouting grades: Hit: 50 | Power: 45 | Run: 45 | Arm: 45 | Field: 45 | Overall: 45  Duenez received the largest bonus in the Royals' 2012-13 international class, signing for $425,000 as a third baseman out of Venezuela. He immediately moved to first base in pro ball and hit just two homers in his first three seasons before going deep 30 times in the last two years. He finished third in the Double-A Texas League with 75 RBI and fifth with 17 homers in 2017.  Duenez made a conscious decision to add leverage to his left-handed swing during instructional league following the 2015 season. He still does a nice job of using the entire field, though he doesn't control the strike zone nearly as well as he did before he started gearing up for power. While he has reduced his groundball rate, he'll need to do so further in order to have enough pop to profile as a regular at the big league level.  Though Duenez has just fringy speed, that's more than most first basemen and his 47 steals in 59 attempts during his first three years in full-season ball attest to his instincts on the bases. He's an adequate defender at first base but needs more consistency after leading the TL with 10 errors there last year. He has enough mobility and arm strength to have seen extensive action in left field in the past.""",,,,,"""|""",,,,"""|""",,,,,"""June 20, 2013 - KC""","""|""",,,,,"""|""",,"""kc""","""KC""","""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",50,45,45,45,45,"""|""",,,,,,,,
1040,1022,1040,1069,"""|""","""Will""","""Toffey""",23.42,"""3B""","""L""","""R""","""professional""","""OAK""","""|""",40.4,40.4,40.0,43.9,0.00,,,"""|""",200,,"""C+""",45,,,,,43.9,"""|""",,,,,,"""|""",2059,"""74""","""205""","""|""",,"""2020""",2020,"""|""","""Age 22, fourth round pick in 2017 from Vanderbilt, hit .263/.377/.349 with 38 walks, 45 strikeouts in 209 at-bats in NY-P; very polished, with excellent strike zone judgment in left-side bat; very solid glove at third base; main question is power development, should hit doubles but unclear how many homers will come at higher levels. ETA 2020.""","""Scouting grades: Hit: 45 | Power: 45 | Run: 45 | Arm: 55 | Field: 55 | Overall: 45  A baseball and hockey star at Salisbury (Conn). Prep, where his brother John coached him in both sports, Toffey turned down the Yankees as a 23rd-rounder in 2014 to attend Vanderbilt. He started from day one with the Commodores, playing on their 2015 College World Series runners-up before slumping as a Draft-eligible sophomore in 2016, when the Orioles took a flier on him in the 25th round. He rebounded in the Cape Cod League that summer and was Vandy's best hitter as a junior, when he paced the team in all three triple-slash categories (.354/.475/.602) and belted 12 homers. After signing with the A's for slot value as their fourth-round pick, Toffey turned in a solid if unspectacular professional debut at Class A Short Season Vermont.  Toffey controls the strike zone very well and shows power potential in his left-handed swing. He improved his walk and strikeout rates each year at Vandy and hit for more power than ever in 2017. While he didn't show that same power during his pro debut in the New York-Penn League, Toffey still amassed 14 extra-base hits and scored 38 runs while walking at a 15-percent clip. Though he's a fringy runner, Toffey provides quality defense and solid arm strength at third baseman.   Despite his productive junior season, some evaluators wonder if Toffey has enough bat speed to hit for the average and power demanded of third basemen at higher levels. However, even those who question his tools give him credit for his ability to process the game, his makeup and his competitiveness.""",,,,,"""|""",,,,"""|""",,,,,,"""|""",,,,,"""|""",,"""oak""","""OAK""","""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",45,45,45,55,55,"""|""",,,,,,,,
1041,1023,1041,1007,"""|""","""Brian""","""Mundell""",24.25,"""1B""","""R""","""R""","""professional""","""COL""","""|""",40.4,40.4,40.0,44.6,0.00,,,"""|""",200,,"""C+""",45,,,,,44.6,"""|""",,,,,,"""|""",1889,"""75""","""230""","""|""",,"""2019""",2019,"""|""","""Age 23, seventh round pick in 2015 from Cal Poly, hit .300/.385/.472 between High-A and Double-A with 60 walks, 70 strikeouts, 15 homers in 436 at-bats; plus raw power in 6-3, 230 pound body but game power plays lower due to line drive swing; very good eye for the strike zone helps and more homers may come in time; lacks the athleticism and mobility to play anywhere but first base and even there hes below-average overall; I like his bat and he could put up big numbers especially in thin air, but where do you play him? ETA 2019.""","""Scouting grades: Hit: 55 | Power: 45 | Run: 30 | Arm: 40 | Field: 45 | Overall: 45  Mundell mostly DHed and had an unremarkable three-year career at Cal Poly, yet the Rockies made him the first position player they selected (seventh round) in 2015. His first full pro season was a rousing success, as he set a modern Minor League record with 59 doubles and led the low Class A South Atlantic League in hits (168), extra-base hits (74), total bases (271) and RBIs (83). He continued to hit in 2017, albeit with a lot fewer doubles (28), while advancing to Double-A.  Mundell focuses on managing the strike zone and making consistent contact. A right-handed hitter, he excels at driving balls to the opposite field and hit 13 of his 15 homers last year to the left side. He has the bat speed, strength and discipline to provide more power if he began turning on more pitches.  Originally recruited as a catcher in college, Mundell has limited quickness and range but has worked hard to become an adequate defender at first base. He does have soft hands and is improving his instincts with experience. Club officials praise his leadership skills.""",,,,,"""|""",,,,"""|""",,,,,,"""|""",,,,,"""|""",,"""col""","""COL""","""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",55,45,30,40,45,"""|""",,,,,,,,
1042,1024,1042,1029,"""|""","""Corey""","""Oswalt""",24.74,"""RHP""","""R""","""R""","""professional""","""NYM""","""|""",40.4,40.4,40.0,44.3,0.00,,,"""|""",200,,"""C+""",45,,,,,44.3,"""|""",,,,,,"""|""",2210,"""77""","""250""","""|""",,"""late 2018""",2018,"""|""","""Age 24, seventh round pick in 2012 from high school in San Diego, California; posted 2.28 ERA with 119/40 K/BB in 134 innings in Double-A, 118 hits; soft-tosser when drafted, which has probably hampered his reputation to this point; fastball is now in the good enough range at 90-95, which works due to his ability to locate; has a complete arsenal of secondaries with curve, slider, change; all pitches generally considered average, nothing terrific but he knows how to use them; likely a fourth starter but could max out along Collin McHugh lines; ETA late 2018; QUESTION MARK: see Chris Flexen.""","""Scouting grades:Fastball: 50 | Curveball: 55 | Slider: 45 | Changeup: 45 | Control: 50 | Overall: 45  The move to Double-A is often the ultimate test for a prospect, with the general thinking being that if someone can succeed at that level, he can compete in the big leagues. If that's the case, Oswalt should be a big league starter soon after the 2012 seventh-round pick moved to the Eastern League in ERA and promptly led it in ERA and finished in the top 10 in a host of other pitching categories.  While the San Diego native took a while to get going, making it to full-season ball in his fourth season, he's moved progressively since, using a solid four-pitch mix to get outs. Oswalt will throw his fastball in the 90-95 mph range and uses his 6-foot-5 frame well, throwing downhill and getting some sink on his heater to get groundball outs. His best pitch is his above-average curve, which has good depth and 12-to-6 shape to it, and he'll mix in a slider and a changeup to keep hitters guessing. Oswalt made a nice adjustment in getting his delivery more in line -- he had been cutting himself off -- and that has led to more consistent quality strikes.  Oswalt's ceiling is somewhat limited to that of a back-end starter, but he's very close to reaching that and impacting a big league rotation. The Mets added him to the 40-man roster this offseason as a result.""",,,,,"""|""",,,,"""|""",,,,,,"""|""",,,,,"""|""",,"""nym""","""NYM""","""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",50,45,55,45,,,,50
1043,1025,1043,1070,"""|""","""David""","""Thompson""",24.76,"""3B""","""R""","""R""","""professional""","""NYM""","""|""",40.4,40.4,40.0,43.9,0.00,,,"""|""",200,,"""C+""",45,,,,,43.9,"""|""",,,,,,"""|""",1337,"""74""","""210""","""|""",,"""late 2018""",2018,"""|""","""Age 24, fourth round pick in 2015 from University of Miami Hurricanes; at the time was considered a strong hitter with a questionable glove; his defense has turned out to be pretty good at third base and he can stay there, but bat has been merely solid rather than excellent; hit .263/.325/.429 with 16 homers, 40 walks, 92 strikeouts in 476 at-bats in Double-A; I like him more than many other people do and he could put up big numbers in Las Vegas; ETA late 2018; QUESTION MARK: will he fully tap his raw power?""","""Scouting grades: Hit: 45 | Power: 55 | Run: 30 | Arm: 45 | Field: 50 | Overall: 45  After two relatively nondescript and injury-riddled seasons at Miami, Thompson broke out during his junior year with 19 home runs to place him among the Division I leaders. That led to the Mets taking the third baseman in the fourth round of the 2015 Draft. He played in Double-A in his second full season, finishing in the top five in the system in both home runs and RBIs before capping things off with a strong showing in the Arizona Fall League.  Thompson showed the ability to make solid adjustments at the plate in 2017, shaking off a .184/.217/.241 April by hitting .280 with 15 home runs the rest of the way, not to mention his .328/.371/.569 line in 58 AFL at-bats. The adjustments led to more consistent hard contact and allowed him to tap into his plus raw power more frequently. While he is a well below-average runner who was very rough defensively when he entered pro ball, he has improved tremendously and now projects as a solid average defender at the hot corner.  Thompson has now reached the upper levels of the Mets system and will try to hit his way to Citi Field in 2018. How much he can continue to hit and reach his power could ultimately determine whether he can be a big league regular at third for a contending team.""",,,,,"""|""",,,,"""|""",,,,,,"""|""",,,,,"""|""",,"""nym""","""NYM""","""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",45,55,30,45,50,"""|""",,,,,,,,
1044,1026,1044,1030,"""|""","""Dylan""","""Coleman""",21.71,"""RHP""","""R""","""R""","""draft""","""SD""","""|""",40.4,40.4,40.0,44.3,0.00,,,"""|""",160,,,,40,45,,,44.3,"""|""",,,0,108,84,"""|""",2458,"""78""","""215""","""|""",,,,"""|""",,,,"""Scouting grades: Fastball: 60 | Slider: 55 | Curveball: 50 | Changeup: 45 | Control: 45 | Overall: 45  Missouri State has sent 11 pitchers to the big leagues since the turn of the century, and Coleman is talented enough to add to that total. An unheralded recruit out of Potosi (Mo.) High, where he broke a 45-year-old career scoring record in basketball, he earned a spot in the Bears rotation at the outset of his freshman season. He led the Missouri Valley Conference with in strikeouts (106) as a sophomore and is on course to do so again in 2018.  Coleman lacks consistency, with the quality of his pitches and even more with his command, but when he's on he can can display stuff worth of a late first-round selection. He can pitch at 92-94 mph with a fastball that has reached 98 mph and features some run and sink, and he can back it up with a sharp mid-80s slider. But there also are times when his heater and slider lose some power and flatten out.  Coleman has yet to show much feel for a changeup and also possesses a curveball that isn't as reliable as his slider. He starts slow with his delivery before speeding up his tempo, which leads to him getting out of sync and struggling to locate his pitches. While he has been a durable in college and will get the chance to develop as a starter in pro ball, his ultimate role may be as a high-leverage reliever.""",,"""http://www.youtube.com/embed/jA1AHBlXsqg?autoplay=1""","""|""",,,,"""|""","""SD""",111,,,,"""|""","""Missouri State""","""""","""Missouri State""","""Junior""","""|""",,,,"""|""",0,0,0,0,"""|""","""""","""+""","""-""","""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",,,,,,"""|""",60,45,50,55,,,,45
1045,1027,1045,1008,"""|""","""Antoni""","""Flores""",17.63,"""SS""","""R""","""R""","""professional""","""BOS""","""|""",40.4,40.4,40.0,44.6,0.00,,,"""|""",80,,,45,,,,,44.6,"""|""",,,,,,"""|""",1958,"""73""","""190""","""|""",,,2022,"""|""",,"""Scouting grades: Hit: 50 | Power: 40 | Run: 45 | Arm: 55 | Field: 55 | Overall: 45  One of three Venezuelans to receive seven-figure signing bonuses from the Red Sox in 2017, Flores turned pro for $1.4 million. He's no relation to Daniel Flores, who died of cancer four months after signing for $3.1 million. His tools are fairly similar to those of C.J. Chatham's, Boston's top shortstop prospect, though Flores is much further away from the big leagues.  Though Flores receives more praise for his instincts than his tools, he has the ability to contribute both offensively and defensively. He has good actions at shortstop, where his savvy allows him to cover more ground than his fringy speed would suggest. He has the arm strength for the position, though he needs to be mindful not to drop his arm slot and lose accuracy on his throws.  With a nice right-handed swing and signs of an advanced approach, Flores should hit for average. He's not very physical but has some loft in his stroke and should develop some gap power once he gets stronger. He won't be a basestealer, but runs the bases well.""",,,,,"""|""",,,,"""|""",,,,,"""July 2, 2017 - BOS""","""|""",,,,,"""|""",,,"""BOS""","""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",50,40,45,55,55,"""|""",,,,,,,,
1046,1028,1046,1009,"""|""","""Jonathan""","""Guzman""",18.79,"""SS""","""R""","""R""","""professional""","""PHI""","""|""",40.4,40.4,40.0,44.6,0.00,,,"""|""",80,,,45,,,,,44.6,"""|""",,,,,,"""|""",2574,"""72""","""156""","""|""",,,2022,"""|""",,"""Scouting grades: Hit: 50 | Power: 35 | Run: 50 | Arm: 60 | Field: 60 | Overall: 45   The 2015 international class is turning into a really good one, led by Vladimir Guerrero Jr. and Fernando Tatis Jr., among other top prospects. The Phillies were active in that class, topped by signing Jhailyn Ortiz for $4 million. They also got Guzman, but for only $60,000, and the organization is very excited for how much the middle infielder has already exceeded expectations.  After a very strong pro debut in the Dominican Summer League in 2016 when he hit .300 with a .370 OBP, Guzman held his own stateside in the Gulf Coast League before running out of gas a bit. His calling cards come on the defensive side of things, a true shortstop who will stay at the position long-term thanks to great hands, a plus arm and excellent instincts for the position. The teenager does have some feel to hit, with a solid approach and the ability to put the ball in play consistently. He currently lacks strength, which limits his ability to impact the baseball offensively.  The Phillies are confident Guzman can play the premium position for a long time. How his bat develops will ultimately determine just what kind of overall impact he makes.""",,,,,"""|""",,,,"""|""",,,,,"""Aug. 17, 2015 - PHI""","""|""",,,,,"""|""",,,"""PHI""","""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",50,35,50,60,60,"""|""",,,,,,,,
1047,1029,1047,1010,"""|""","""Gregory""","""Guerrero""",19.36,"""2B/SS""","""R""","""R""","""professional""","""NYM""","""|""",40.4,40.4,40.0,44.6,0.00,,,"""|""",80,,,45,,,,,44.6,"""|""",,,,,,"""|""",1087,"""72""","""186""","""|""",,,2021,"""|""",,"""Scouting grades: Hit: 50 | Power: 45 | Run: 40 | Arm: 60 | Field: 50 | Overall: 45  The Guerrero family was well represented on MLB Pipeline's Top 30 Internattional Prospects list heading into the 2015 signing period. Vladimir Guerrero Jr. was No. 7 overall and is now one of the top prospects in all of baseball. His cousin, Gregory, was ranked No. 21 on that list and received $1.5 million from the Mets to sign. While Vlad has moved quickly, Gregory has been slower to develop and is still more about projection than performance.  The Mets are still high on Guerrero's all-around tool package, with the understanding that after a summer in the Dominican and a summer in the Gulf Coast League, he's still very far away. On any given day, you can see the bat speed and physicality developing, with the chance for him to be a solid hitter with Major League average power, though that hasn't shown up in games yet. While he has a strong arm and decent defensive actions, he's not going to play shortstop, the position he was signed at, long-term. He's already seen considerable time at second and could eventually find a home at third, given his below-average speed and strong, physical build.  Before figuring all that out, Guerrero is going to have to start showing he can turn those tools into production. The good news is he's just 19 years old for all of 2018, with plenty of time for it to start clicking.""",,,,,"""|""",,,,"""|""",,,,,"""July 2, 2015 - NYM""","""|""",,,,,"""|""",,,"""NYM""","""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",50,45,40,60,50,"""|""",,,,,,,,
1048,1030,1048,1071,"""|""","""Jonatan""","""Machado""",19.36,"""OF""","""L""","""L""","""professional""","""STL""","""|""",40.4,40.4,40.0,43.9,0.00,,,"""|""",80,,,45,,,,,43.9,"""|""",,,,,,"""|""",1578,"""69""","""155""","""|""",,,2021,"""|""",,"""Scouting grades: Hit: 45 | Power: 30 | Run: 70 | Arm: 40 | Field: 60 | Overall: 45  Machado was ranked No. 16 on MLB Pipeline's Top 30 International Prospects list heading into the 2016 signing period and he was atop the Cardinals' shopping list. The organization spent freely in the market, led by the $2.35 million Machado got to sign. The toolsy outfielder made his United States debut in the Gulf Coast League and would have finished fourth in the Rookie-level circuit in batting average if he had compiled enough at-bats to qualify.  Machado has already shown that he's a tough out at the plate, one with outstanding contact skills. He rarely strikes out and rose to the challenge by battling the better pitching he faced during his U.S. debut. While power is never going to be a large part of his game, Machado does need to add strength so he can continue to impact the baseball against higher levels of competition. He's a plus runner who should be able to steal bases, so an improved approach that includes drawing more walks will help. His speed helps him in the outfield, with enough range to stay in center, though he has a below-average arm.  Just 19 years old, Machado has a long way to go. Added strength and better plate discipline will help him reach his ceiling as a dynamic table-setter who plays up the middle.""",,,,,"""|""",,,,"""|""",,,,,"""July 15, 2016""","""|""",,,,,"""|""",,,"""STL""","""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",45,30,70,40,60,"""|""",,,,,,,,
1049,1031,1049,1072,"""|""","""Luis""","""Curbelo""",20.56,"""SS""","""R""","""R""","""professional""","""CWS""","""|""",40.4,40.4,40.0,43.9,0.00,,,"""|""",80,,,45,,,,,43.9,"""|""",,,,,,"""|""",1684,"""75""","""185""","""|""",,,2021,"""|""",,"""Scouting grades: Hit: 45 | Power: 50 | Run: 45 | Arm: 55 | Field: 45 | Overall: 45  Curbelo began his high school career at the Puerto Rican Baseball Academy a year after Carlos Correa departed as the No. 1 overall pick in the 2012 Draft. After performing well on the summer showcase circuit, he moved to Cocoa (Fla.) High as a senior to increase his exposure, though a down spring and strong commitment cause him to slide to the sixth round in 2016. Signed for a well over-slot $700,000 after a strong pre-Draft workout for the White Sox, he played only three games in 2017 before tearing the meniscus in his knee and requiring surgery.   Though Curbelo has hit just .242/.322/.354 in Rookie ball during his first two pro seasons, he projects as an offensive-minded infielder. With the bat speed and leverage he generates from the right side of the plate, the ball jumps off his bat and he could produce 20 homers per season in his prime. He'll need to make more consistent contact to get the most out of his pop, and club officials believe he's intelligent enough to make those adjustments.  All three of Curbelo's games in 2017 came at shortstop, though it's unlikely he'll stay there. He's an average runner who figures to lose a step as he gets stronger, making second base (where he spent most of his debut) the best-case scenario and third base another possibility. He has reliable hands and the arm strength for the hot corner, where his power projection also fits the profile.""",,,,,"""|""",,,,"""|""",,,,,,"""|""",,,,,"""|""",,,"""CWS""","""|""",0,0,0,0,"""|""",,,,"""|""",,,,,,,,,,,,,"""|""",,,,,,,,,,,,,,,,,"""|""",45,50,45,55,45,"""|""",,,,,,,,
