player_name,PitchingLine,role,spWAR,rpWAR,ovr,adj,T,stam,#pit,gb%,FIP-,vsR_FIP-,vsL_FIP-,team_abb
A.J. Blubaugh,"SP, 43 ovr / 20 adj (47 stam, 3 pit) 44 GB% | 191 vsR | 184 vsL | 189 FIP-",SP,-3.6,-1.6,43.0,20,R,47.0,3,44.0,189.0,191.0,184.0,LAD
Jorge Alcala,"RP, 44 ovr / 24 adj (16 stam, 2 pit) 40 GB% | 150 vsR | 143 vsL | 147 FIP-",RP,0.0,-0.7,44.0,24,R,16.0,2,40.0,147.0,150.0,143.0,SEA
Jorge Lopez,"RP, 41 ovr / 39 adj (20 stam, 1 pit) 57 GB% | 98 vsR | 119 vsL | 105 FIP-",RP,0.0,0.4,41.0,39,R,20.0,1,57.0,105.0,98.0,119.0,
Jorge Marcheco,"RP, 36 ovr / 20 adj (44 stam, 0 pit) 38 GB% | 242 vsR | 257 vsL | 248 FIP-",RP,0.0,-2.7,36.0,20,R,44.0,0,38.0,248.0,242.0,257.0,LAD
Jorge Mercedes,"RP, 35 ovr / 20 adj (22 stam, 2 pit) 53 GB% | 194 vsR | 191 vsL | 194 FIP-",RP,0.0,-1.7,35.0,20,R,22.0,2,53.0,194.0,194.0,191.0,
Jose A. Ferrer,"RP, 53 ovr / 53 adj (16 stam, 3 pit) 63 GB% | 75 vsR | 71 vsL | 74 FIP-",RP,0.0,1.3,53.0,53,L,16.0,3,63.0,74.0,75.0,71.0,OAK
Jose Adames,"RP, 37 ovr / 22 adj (15 stam, 2 pit) 50 GB% | 138 vsR | 180 vsL | 154 FIP-",RP,0.0,-0.9,37.0,22,R,15.0,2,50.0,154.0,138.0,180.0,
Jose Alvarado,"RP, 55 ovr / 51 adj (14 stam, 2 pit) 52 GB% | 76 vsR | 81 vsL | 76 FIP-",RP,0.0,1.2,55.0,51,L,14.0,2,52.0,76.0,76.0,81.0,HOU
Jose Berrios,"SP, 50 ovr / 38 adj (77 stam, 3 pit) 49 GB% | 125 vsR | 133 vsL | 129 FIP-",SP,0.4,-0.3,50.0,38,R,77.0,3,49.0,129.0,125.0,133.0,NYM
Jose Butto,"RP, 49 ovr / 44 adj (17 stam, 2 pit) 46 GB% | 91 vsR | 97 vsL | 94 FIP-",RP,0.0,0.7,49.0,44,R,17.0,2,46.0,94.0,91.0,97.0,SF
Jose Corniell,"SP, 46 ovr / 20 adj (44 stam, 3 pit) 47 GB% | 170 vsR | 170 vsL | 170 FIP-",SP,-2.4,-1.2,46.0,20,R,44.0,3,47.0,170.0,170.0,170.0,STL
Jose Cuas,"RP, 36 ovr / 20 adj (16 stam, 2 pit) 51 GB% | 171 vsR | 193 vsL | 181 FIP-",RP,0.0,-1.5,36.0,20,R,16.0,2,51.0,181.0,171.0,193.0,
Jose Espada,"SP, 43 ovr / 28 adj (41 stam, 3 pit) 48 GB% | 126 vsR | 161 vsL | 145 FIP-",SP,-0.8,-0.7,43.0,28,R,41.0,3,48.0,145.0,126.0,161.0,
Jose Fermin,"RP, 42 ovr / 22 adj (20 stam, 2 pit) 44 GB% | 135 vsR | 179 vsL | 155 FIP-",RP,0.0,-0.9,42.0,22,R,20.0,2,44.0,155.0,135.0,179.0,DET
Jose Fleury,"RP, 39 ovr / 20 adj (48 stam, 1 pit) 41 GB% | 192 vsR | 208 vsL | 199 FIP-",RP,0.0,-1.8,39.0,20,R,48.0,1,41.0,199.0,192.0,208.0,
Jose LeClerc,"RP, 44 ovr / 32 adj (16 stam, 4 pit) 41 GB% | 100 vsR | 151 vsL | 126 FIP-",RP,0.0,-0.2,44.0,32,R,16.0,4,41.0,126.0,100.0,151.0,OAK
Jose Marte,"RP, 39 ovr / 20 adj (17 stam, 1 pit) 64 GB% | 147 vsR | 179 vsL | 161 FIP-",RP,0.0,-1.0,39.0,20,R,17.0,1,64.0,161.0,147.0,179.0,
Jose Quezada,"RP, 40 ovr / 20 adj (17 stam, 2 pit) 63 GB% | 145 vsR | 179 vsL | 161 FIP-",RP,0.0,-1.0,40.0,20,R,17.0,2,63.0,161.0,145.0,179.0,
Jose Quintana,"RP, 46 ovr / 20 adj (49 stam, 0 pit) 52 GB% | 177 vsR | 157 vsL | 171 FIP-",RP,0.0,-1.2,46.0,20,L,49.0,0,52.0,171.0,177.0,157.0,CLE
Jose Rodriguez,"SP, 42 ovr / 20 adj (43 stam, 3 pit) 45 GB% | 165 vsR | 170 vsL | 170 FIP-",SP,-2.5,-1.2,42.0,20,R,43.0,3,45.0,170.0,165.0,170.0,
Jose Soriano,"SP, 51 ovr / 65 adj (61 stam, 3 pit) 65 GB% | 77 vsR | 94 vsL | 84 FIP-",SP,4.1,1.0,51.0,65,R,61.0,3,65.0,84.0,77.0,94.0,HOU
Jose Suarez,"SP, 45 ovr / 27 adj (49 stam, 4 pit) 46 GB% | 152 vsR | 135 vsL | 146 FIP-",SP,-0.8,-0.7,45.0,27,L,49.0,4,46.0,146.0,152.0,135.0,KC
Jose Urquidy,"SP, 48 ovr / 21 adj (52 stam, 1 pit) 44 GB% | 155 vsR | 158 vsL | 157 FIP-",SP,-1.6,-0.9,48.0,21,R,52.0,1,44.0,157.0,155.0,158.0,PHI
Joseph Dzierwa,"SP, 35 ovr / 20 adj (63 stam, 0 pit) 49 GB% | 260 vsR | 248 vsL | 259 FIP-",SP,-7.5,-2.9,35.0,20,L,63.0,0,49.0,259.0,260.0,248.0,MIL
Josh Ekness,"RP, 38 ovr / 21 adj (19 stam, 2 pit) 49 GB% | 150 vsR | 168 vsL | 157 FIP-",RP,0.0,-0.9,38.0,21,R,19.0,2,49.0,157.0,150.0,168.0,
Josh Fleming,"RP, 37 ovr / 26 adj (32 stam, 0 pit) 61 GB% | 185 vsR | 84 vsL | 143 FIP-",RP,0.0,-0.6,37.0,26,L,32.0,0,61.0,143.0,185.0,84.0,
Josh Hader,"RP, 76 ovr / 55 adj (15 stam, 2 pit) 41 GB% | 74 vsR | 55 vsL | 68 FIP-",RP,0.0,1.4,76.0,55,L,15.0,2,41.0,68.0,74.0,55.0,SF
Josh Hammond,"RP, 28 ovr / 20 adj (49 stam, 0 pit) 49 GB% | 341 vsR | 360 vsL | 351 FIP-",RP,0.0,-4.2,28.0,20,R,49.0,0,49.0,351.0,341.0,360.0,NYY
Josh Hartle,"SP, 39 ovr / 20 adj (68 stam, 0 pit) 58 GB% | 208 vsR | 167 vsL | 198 FIP-",SP,-4.2,-1.8,39.0,20,L,68.0,0,58.0,198.0,208.0,167.0,CHC
Josh Kasevich,"RP, 35 ovr / 20 adj (44 stam, 0 pit) 45 GB% | 393 vsR | 400 vsL | 395 FIP-",RP,0.0,-4.7,35.0,20,R,44.0,0,45.0,395.0,393.0,400.0,WAS
Josh Knoth,"SP, 32 ovr / 20 adj (55 stam, 0 pit) 48 GB% | 273 vsR | 283 vsL | 279 FIP-",SP,-8.4,-3.2,32.0,20,R,55.0,0,48.0,279.0,273.0,283.0,WAS
Josh Lowe,"RP, 49 ovr / 20 adj (16 stam, 0 pit) 51 GB% | 397 vsR | 397 vsL | 397 FIP-",RP,0.0,-4.8,49.0,20,R,16.0,0,51.0,397.0,397.0,397.0,NYM
Josh Maciejewski,"RP, 43 ovr / 20 adj (39 stam, 0 pit) 55 GB% | 171 vsR | 162 vsL | 170 FIP-",RP,0.0,-1.2,43.0,20,L,39.0,0,55.0,170.0,171.0,162.0,
Josh Owens,"SP, 30 ovr / 20 adj (57 stam, 0 pit) 45 GB% | 303 vsR | 327 vsL | 314 FIP-",SP,-10.0,-3.7,30.0,20,R,57.0,0,45.0,314.0,303.0,327.0,COL
Josh Roberson,"RP, 37 ovr / 20 adj (17 stam, 0 pit) 61 GB% | 200 vsR | 189 vsL | 193 FIP-",RP,0.0,-1.7,37.0,20,R,17.0,0,61.0,193.0,200.0,189.0,
Josh Rojas,"RP, 39 ovr / 20 adj (17 stam, 0 pit) 35 GB% | 390 vsR | 393 vsL | 391 FIP-",RP,0.0,-4.7,39.0,20,R,17.0,0,35.0,391.0,390.0,393.0,MIA
Josh Sborz,"RP, 44 ovr / 34 adj (14 stam, 3 pit) 52 GB% | 101 vsR | 130 vsL | 118 FIP-",RP,0.0,0.0,44.0,34,R,14.0,3,52.0,118.0,101.0,130.0,TEX
Josh Simpson,"RP, 38 ovr / 27 adj (20 stam, 2 pit) 46 GB% | 144 vsR | 120 vsL | 138 FIP-",RP,0.0,-0.5,38.0,27,L,20.0,2,46.0,138.0,144.0,120.0,
Josh Staumont,"RP, 38 ovr / 43 adj (15 stam, 2 pit) 52 GB% | 93 vsR | 98 vsL | 96 FIP-",RP,0.0,0.6,38.0,43,R,15.0,2,52.0,96.0,93.0,98.0,
Josh Stephan,"RP, 38 ovr / 20 adj (47 stam, 1 pit) 44 GB% | 190 vsR | 206 vsL | 196 FIP-",RP,0.0,-1.8,38.0,20,R,47.0,1,44.0,196.0,190.0,206.0,
Josh Trentadue,"SP, 40 ovr / 20 adj (53 stam, 3 pit) 42 GB% | 197 vsR | 200 vsL | 197 FIP-",SP,-4.1,-1.8,40.0,20,L,53.0,3,42.0,197.0,197.0,200.0,
Josh Walker,"RP, 37 ovr / 20 adj (24 stam, 2 pit) 49 GB% | 176 vsR | 135 vsL | 162 FIP-",RP,0.0,-1.0,37.0,20,L,24.0,2,49.0,162.0,176.0,135.0,
Josh White,"RP, 44 ovr / 29 adj (19 stam, 4 pit) 43 GB% | 131 vsR | 139 vsL | 133 FIP-",RP,0.0,-0.4,44.0,29,R,19.0,4,43.0,133.0,131.0,139.0,
Josh Winckowski,"RP, 45 ovr / 23 adj (37 stam, 0 pit) 58 GB% | 147 vsR | 151 vsL | 151 FIP-",RP,0.0,-0.8,45.0,23,R,37.0,0,58.0,151.0,147.0,151.0,BOS
Joshua Baez,"SP, 42 ovr / 20 adj (56 stam, 0 pit) 47 GB% | 366 vsR | 365 vsL | 366 FIP-",SP,-12.0,-4.4,42.0,20,R,56.0,0,47.0,366.0,366.0,365.0,BAL
Joshua Flores,"RP, 28 ovr / 20 adj (44 stam, 0 pit) 44 GB% | 345 vsR | 354 vsL | 348 FIP-",RP,0.0,-4.2,28.0,20,R,44.0,0,44.0,348.0,345.0,354.0,MIN
Josiah Gray,"SP, 40 ovr / 20 adj (50 stam, 2 pit) 44 GB% | 168 vsR | 183 vsL | 175 FIP-",SP,-2.7,-1.3,40.0,20,R,50.0,2,44.0,175.0,168.0,183.0,SEA
Jovani Moran,"RP, 44 ovr / 45 adj (24 stam, 3 pit) 58 GB% | 95 vsR | 83 vsL | 92 FIP-",RP,0.0,0.7,44.0,45,L,24.0,3,58.0,92.0,95.0,83.0,
JP Sears,"SP, 46 ovr / 20 adj (68 stam, 2 pit) 43 GB% | 186 vsR | 135 vsL | 175 FIP-",SP,-2.8,-1.3,46.0,20,L,68.0,2,43.0,175.0,186.0,135.0,
JR Ritchie,"SP, 46 ovr / 20 adj (62 stam, 3 pit) 49 GB% | 149 vsR | 177 vsL | 161 FIP-",SP,-1.8,-1.0,46.0,20,R,62.0,3,49.0,161.0,149.0,177.0,MIL
JT Brubaker,"RP, 39 ovr / 21 adj (41 stam, 1 pit) 48 GB% | 153 vsR | 159 vsL | 156 FIP-",RP,0.0,-0.9,39.0,21,R,41.0,1,48.0,156.0,153.0,159.0,
JT Chargois,"RP, 44 ovr / 28 adj (14 stam, 2 pit) 53 GB% | 136 vsR | 132 vsL | 135 FIP-",RP,0.0,-0.4,44.0,28,R,14.0,2,53.0,135.0,136.0,132.0,
Juan Burgos,"RP, 37 ovr / 20 adj (17 stam, 0 pit) 45 GB% | 189 vsR | 204 vsL | 195 FIP-",RP,0.0,-1.7,37.0,20,R,17.0,0,45.0,195.0,189.0,204.0,
Juan Mejia,"RP, 40 ovr / 27 adj (17 stam, 2 pit) 54 GB% | 119 vsR | 162 vsL | 140 FIP-",RP,0.0,-0.5,40.0,27,R,17.0,2,54.0,140.0,119.0,162.0,
Juan Morillo,"RP, 38 ovr / 20 adj (16 stam, 1 pit) 45 GB% | 161 vsR | 175 vsL | 169 FIP-",RP,0.0,-1.2,38.0,20,R,16.0,1,45.0,169.0,161.0,175.0,
Juan Sanchez,"RP, 36 ovr / 20 adj (22 stam, 0 pit) 52 GB% | 197 vsR | 181 vsL | 194 FIP-",RP,0.0,-1.7,36.0,20,L,22.0,0,52.0,194.0,197.0,181.0,
Juan Valera,"RP, 35 ovr / 20 adj (44 stam, 0 pit) 58 GB% | 229 vsR | 256 vsL | 239 FIP-",RP,0.0,-2.6,35.0,20,R,44.0,0,58.0,239.0,229.0,256.0,BOS
Juaron Watts-Brown,"SP, 41 ovr / 20 adj (58 stam, 3 pit) 48 GB% | 191 vsR | 202 vsL | 199 FIP-",SP,-4.2,-1.8,41.0,20,R,58.0,3,48.0,199.0,191.0,202.0,SF
Julian Aguiar,"SP, 39 ovr / 20 adj (55 stam, 0 pit) 45 GB% | 188 vsR | 239 vsL | 213 FIP-",SP,-5.0,-2.1,39.0,20,R,55.0,0,45.0,213.0,188.0,239.0,PHI
Julian Fernandez,"RP, 41 ovr / 23 adj (14 stam, 2 pit) 45 GB% | 157 vsR | 143 vsL | 152 FIP-",RP,0.0,-0.8,41.0,23,R,14.0,2,45.0,152.0,157.0,143.0,
Julian Merryweather,"RP, 45 ovr / 35 adj (15 stam, 2 pit) 46 GB% | 117 vsR | 119 vsL | 115 FIP-",RP,0.0,0.1,45.0,35,R,15.0,2,46.0,115.0,117.0,119.0,
Julio Rodriguez,"RP, 37 ovr / 20 adj (21 stam, 1 pit) 63 GB% | 180 vsR | 175 vsL | 176 FIP-",RP,0.0,-1.4,37.0,20,R,21.0,1,63.0,176.0,180.0,175.0,
Jun-Seok Shim,"RP, 32 ovr / 20 adj (19 stam, 0 pit) 52 GB% | 275 vsR | 286 vsL | 281 FIP-",RP,0.0,-3.2,32.0,20,R,19.0,0,52.0,281.0,275.0,286.0,COL
Jung Hoo Lee,"RP, 48 ovr / 20 adj (47 stam, 0 pit) 47 GB% | 395 vsR | 395 vsL | 395 FIP-",RP,0.0,-4.7,48.0,20,R,47.0,0,47.0,395.0,395.0,395.0,HOU
Junior Fernandez,"RP, 39 ovr / 25 adj (18 stam, 2 pit) 66 GB% | 140 vsR | 153 vsL | 145 FIP-",RP,0.0,-0.6,39.0,25,R,18.0,2,66.0,145.0,140.0,153.0,
Junior Santos,"RP, 34 ovr / 20 adj (20 stam, 0 pit) 44 GB% | 219 vsR | 251 vsL | 233 FIP-",RP,0.0,-2.4,34.0,20,R,20.0,0,44.0,233.0,219.0,251.0,WAS
Jurrangelo Cijntje,"SP, 39 ovr / 20 adj (44 stam, 3 pit) 45 GB% | 191 vsR | 201 vsL | 197 FIP-",SP,-4.1,-1.8,39.0,20,R,44.0,3,45.0,197.0,191.0,201.0,WAS
Justice Bigbie,"SP, 41 ovr / 20 adj (55 stam, 0 pit) 45 GB% | 397 vsR | 397 vsL | 397 FIP-",SP,-13.1,-4.8,41.0,20,R,55.0,0,45.0,397.0,397.0,397.0,CIN
Justin Anderson,"RP, 38 ovr / 23 adj (15 stam, 2 pit) 44 GB% | 138 vsR | 167 vsL | 150 FIP-",RP,0.0,-0.8,38.0,23,R,15.0,2,44.0,150.0,138.0,167.0,
Justin Bruihl,"RP, 38 ovr / 22 adj (17 stam, 3 pit) 57 GB% | 165 vsR | 104 vsL | 152 FIP-",RP,0.0,-0.8,38.0,22,L,17.0,3,57.0,152.0,165.0,104.0,
Justin Campbell,"SP, 36 ovr / 20 adj (63 stam, 2 pit) 52 GB% | 227 vsR | 237 vsL | 231 FIP-",SP,-6.0,-2.4,36.0,20,R,63.0,2,52.0,231.0,227.0,237.0,SF
Justin Evans,"RP, 34 ovr / 20 adj (17 stam, 2 pit) 53 GB% | 191 vsR | 187 vsL | 188 FIP-",RP,0.0,-1.6,34.0,20,R,17.0,2,53.0,188.0,191.0,187.0,
Justin Hagenman,"SP, 40 ovr / 20 adj (40 stam, 3 pit) 40 GB% | 146 vsR | 186 vsL | 166 FIP-",SP,-2.2,-1.1,40.0,20,R,40.0,3,40.0,166.0,146.0,186.0,
Justin Lawrence,"RP, 44 ovr / 48 adj (17 stam, 2 pit) 59 GB% | 66 vsR | 104 vsL | 83 FIP-",RP,0.0,1.0,44.0,48,R,17.0,2,59.0,83.0,66.0,104.0,LAD
Justin Martinez,"RP, 54 ovr / 60 adj (17 stam, 4 pit) 65 GB% | 52 vsR | 60 vsL | 57 FIP-",RP,0.0,1.8,54.0,60,R,17.0,4,65.0,57.0,52.0,60.0,SEA
Justin Slaten,"RP, 52 ovr / 43 adj (22 stam, 2 pit) 55 GB% | 95 vsR | 98 vsL | 97 FIP-",RP,0.0,0.6,52.0,43,R,22.0,2,55.0,97.0,95.0,98.0,ATL
Justin Steele,"SP, 59 ovr / 62 adj (53 stam, 3 pit) 50 GB% | 101 vsR | 72 vsL | 92 FIP-",SP,3.4,0.7,59.0,62,L,53.0,3,50.0,92.0,101.0,72.0,OAK
Justin Sterner,"RP, 46 ovr / 32 adj (22 stam, 2 pit) 43 GB% | 108 vsR | 144 vsL | 124 FIP-",RP,0.0,-0.1,46.0,32,R,22.0,2,43.0,124.0,108.0,144.0,MIN
Justin Topa,"RP, 47 ovr / 49 adj (13 stam, 1 pit) 64 GB% | 79 vsR | 87 vsL | 83 FIP-",RP,0.0,1.0,47.0,49,R,13.0,1,64.0,83.0,79.0,87.0,TB
Justin Verlander,"SP, 54 ovr / 40 adj (69 stam, 3 pit) 39 GB% | 142 vsR | 104 vsL | 126 FIP-",SP,0.6,-0.2,54.0,40,R,69.0,3,39.0,126.0,142.0,104.0,CIN
Justin Wilson,"RP, 45 ovr / 41 adj (11 stam, 3 pit) 44 GB% | 100 vsR | 100 vsL | 102 FIP-",RP,0.0,0.4,45.0,41,L,11.0,3,44.0,102.0,100.0,100.0,OAK
Justin Wrobleski,"SP, 46 ovr / 20 adj (46 stam, 4 pit) 47 GB% | 172 vsR | 157 vsL | 165 FIP-",SP,-2.1,-1.1,46.0,20,L,46.0,4,47.0,165.0,172.0,157.0,CHW
K.C. Hunt,"SP, 45 ovr / 20 adj (50 stam, 2 pit) 47 GB% | 165 vsR | 176 vsL | 167 FIP-",SP,-2.3,-1.2,45.0,20,R,50.0,2,47.0,167.0,165.0,176.0,
Kade Anderson,"SP, 40 ovr / 20 adj (68 stam, 2 pit) 48 GB% | 215 vsR | 210 vsL | 215 FIP-",SP,-5.2,-2.1,40.0,20,L,68.0,2,48.0,215.0,215.0,210.0,CIN
Kade Bragg,"SP, 37 ovr / 20 adj (53 stam, 3 pit) 53 GB% | 210 vsR | 167 vsL | 198 FIP-",SP,-4.2,-1.8,37.0,20,L,53.0,3,53.0,198.0,210.0,167.0,
Kade Strowd,"RP, 43 ovr / 35 adj (19 stam, 2 pit) 60 GB% | 105 vsR | 131 vsL | 117 FIP-",RP,0.0,0.0,43.0,35,R,19.0,2,60.0,117.0,105.0,131.0,
Kaelen Culpepper,"RP, 42 ovr / 20 adj (23 stam, 0 pit) 43 GB% | 396 vsR | 395 vsL | 396 FIP-",RP,0.0,-4.7,42.0,20,R,23.0,0,43.0,396.0,396.0,395.0,LAD
Kai-Wei Teng,"RP, 39 ovr / 22 adj (44 stam, 2 pit) 48 GB% | 150 vsR | 156 vsL | 154 FIP-",RP,0.0,-0.9,39.0,22,R,44.0,2,48.0,154.0,150.0,156.0,
Kaleb Ort,"RP, 40 ovr / 20 adj (16 stam, 2 pit) 38 GB% | 151 vsR | 191 vsL | 168 FIP-",RP,0.0,-1.2,40.0,20,R,16.0,2,38.0,168.0,151.0,191.0,
Kash Mayfield,"SP, 35 ovr / 20 adj (60 stam, 2 pit) 47 GB% | 236 vsR | 233 vsL | 233 FIP-",SP,-6.1,-2.4,35.0,20,L,60.0,2,47.0,233.0,236.0,233.0,NYY
Kayson Cunningham,"RP, 29 ovr / 20 adj (23 stam, 0 pit) 32 GB% | 397 vsR | 398 vsL | 397 FIP-",RP,0.0,-4.8,29.0,20,R,23.0,0,32.0,397.0,397.0,398.0,KC
Keagan Gillies,"RP, 37 ovr / 20 adj (17 stam, 1 pit) 41 GB% | 186 vsR | 212 vsL | 196 FIP-",RP,0.0,-1.8,37.0,20,R,17.0,1,41.0,196.0,186.0,212.0,
Keaton Winn,"RP, 42 ovr / 31 adj (44 stam, 2 pit) 56 GB% | 126 vsR | 132 vsL | 129 FIP-",RP,0.0,-0.3,42.0,31,R,44.0,2,56.0,129.0,126.0,132.0,BOS
Keegan Akin,"RP, 46 ovr / 29 adj (21 stam, 2 pit) 43 GB% | 137 vsR | 120 vsL | 135 FIP-",RP,0.0,-0.4,46.0,29,L,21.0,2,43.0,135.0,137.0,120.0,LAA
Keegan Thompson,"RP, 38 ovr / 20 adj (25 stam, 2 pit) 43 GB% | 160 vsR | 176 vsL | 169 FIP-",RP,0.0,-1.2,38.0,20,R,25.0,2,43.0,169.0,160.0,176.0,BAL
Keeler Morfe,"RP, 35 ovr / 20 adj (44 stam, 0 pit) 56 GB% | 251 vsR | 279 vsL | 262 FIP-",RP,0.0,-2.9,35.0,20,R,44.0,0,56.0,262.0,251.0,279.0,TB
Keider Montero,"RP, 43 ovr / 20 adj (43 stam, 1 pit) 44 GB% | 180 vsR | 200 vsL | 189 FIP-",RP,0.0,-1.6,43.0,20,R,43.0,1,44.0,189.0,180.0,200.0,CIN
Kellon Lindsey,"RP, 29 ovr / 20 adj (21 stam, 0 pit) 34 GB% | 403 vsR | 404 vsL | 404 FIP-",RP,0.0,-4.8,29.0,20,R,21.0,0,34.0,404.0,403.0,404.0,KC
Kelvin Caceres,"RP, 38 ovr / 23 adj (22 stam, 2 pit) 62 GB% | 145 vsR | 154 vsL | 151 FIP-",RP,0.0,-0.8,38.0,23,R,22.0,2,62.0,151.0,145.0,154.0,
Kemp Alderman,"RP, 41 ovr / 20 adj (41 stam, 0 pit) 46 GB% | 367 vsR | 367 vsL | 367 FIP-",RP,0.0,-4.4,41.0,20,R,41.0,0,46.0,367.0,367.0,367.0,MIL
Ken Waldichuk,"SP, 43 ovr / 35 adj (50 stam, 3 pit) 45 GB% | 136 vsR | 123 vsL | 133 FIP-",SP,0.1,-0.4,43.0,35,L,50.0,3,45.0,133.0,136.0,123.0,CLE
Kendall Graveman,"RP, 38 ovr / 22 adj (15 stam, 2 pit) 60 GB% | 136 vsR | 166 vsL | 153 FIP-",RP,0.0,-0.8,38.0,22,R,15.0,2,60.0,153.0,136.0,166.0,
Kendry Chourio,"SP, 37 ovr / 20 adj (58 stam, 2 pit) 49 GB% | 229 vsR | 228 vsL | 228 FIP-",SP,-5.9,-2.4,37.0,20,R,58.0,2,49.0,228.0,229.0,228.0,CIN
Kendry Rojas,"RP, 43 ovr / 20 adj (46 stam, 2 pit) 50 GB% | 172 vsR | 145 vsL | 163 FIP-",RP,0.0,-1.1,43.0,20,L,46.0,2,50.0,163.0,172.0,145.0,KC
Kenley Jansen,"RP, 54 ovr / 37 adj (15 stam, 3 pit) 36 GB% | 96 vsR | 133 vsL | 112 FIP-",RP,0.0,0.2,54.0,37,R,15.0,3,36.0,112.0,96.0,133.0,TEX
Kervin Castro,"RP, 39 ovr / 26 adj (22 stam, 2 pit) 57 GB% | 151 vsR | 140 vsL | 143 FIP-",RP,0.0,-0.6,39.0,26,R,22.0,2,57.0,143.0,151.0,140.0,
Kevin DeFrank,"SP, 28 ovr / 20 adj (54 stam, 0 pit) 45 GB% | 335 vsR | 346 vsL | 340 FIP-",SP,-11.0,-4.1,28.0,20,R,54.0,0,45.0,340.0,335.0,346.0,CHC
Kevin Gausman,"SP, 58 ovr / 52 adj (67 stam, 3 pit) 45 GB% | 106 vsR | 109 vsL | 107 FIP-",SP,2.1,0.3,58.0,52,R,67.0,3,45.0,107.0,106.0,109.0,OAK
Kevin Ginkel,"RP, 49 ovr / 47 adj (15 stam, 2 pit) 48 GB% | 87 vsR | 86 vsL | 87 FIP-",RP,0.0,0.9,49.0,47,R,15.0,2,48.0,87.0,87.0,86.0,MIL
Kevin Herget,"RP, 39 ovr / 24 adj (24 stam, 1 pit) 44 GB% | 149 vsR | 149 vsL | 149 FIP-",RP,0.0,-0.7,39.0,24,R,24.0,1,44.0,149.0,149.0,149.0,
Kevin Kelly,"RP, 49 ovr / 43 adj (16 stam, 2 pit) 62 GB% | 92 vsR | 104 vsL | 96 FIP-",RP,0.0,0.6,49.0,43,R,16.0,2,62.0,96.0,92.0,104.0,TB
Keynan Middleton,"RP, 47 ovr / 34 adj (14 stam, 3 pit) 52 GB% | 116 vsR | 126 vsL | 119 FIP-",RP,0.0,0.0,47.0,34,R,14.0,3,52.0,119.0,116.0,126.0,HOU
Keyner Benitez,"RP, 34 ovr / 20 adj (49 stam, 0 pit) 48 GB% | 257 vsR | 236 vsL | 249 FIP-",RP,0.0,-2.7,34.0,20,L,49.0,0,48.0,249.0,257.0,236.0,PHI
Keyner Martinez,"SP, 36 ovr / 20 adj (51 stam, 1 pit) 50 GB% | 220 vsR | 235 vsL | 228 FIP-",SP,-5.9,-2.4,36.0,20,R,51.0,1,50.0,228.0,220.0,235.0,BAL
Keyshawn Askew,"RP, 34 ovr / 20 adj (24 stam, 2 pit) 59 GB% | 202 vsR | 167 vsL | 194 FIP-",RP,0.0,-1.7,34.0,20,L,24.0,2,59.0,194.0,202.0,167.0,
Khal Stephen,"SP, 42 ovr / 20 adj (62 stam, 0 pit) 46 GB% | 196 vsR | 214 vsL | 204 FIP-",SP,-4.5,-1.9,42.0,20,R,62.0,0,46.0,204.0,196.0,214.0,LAD
Kiefer Lord,"SP, 37 ovr / 20 adj (59 stam, 2 pit) 55 GB% | 225 vsR | 220 vsL | 225 FIP-",SP,-5.7,-2.3,37.0,20,R,59.0,2,55.0,225.0,225.0,220.0,HOU
Kirby Yates,"RP, 52 ovr / 45 adj (14 stam, 2 pit) 51 GB% | 91 vsR | 91 vsL | 91 FIP-",RP,0.0,0.8,52.0,45,R,14.0,2,51.0,91.0,91.0,91.0,NYM
Kodai Senga,"SP, 54 ovr / 44 adj (61 stam, 4 pit) 55 GB% | 113 vsR | 125 vsL | 119 FIP-",SP,1.2,0.0,54.0,44,R,61.0,4,55.0,119.0,113.0,125.0,TEX
Kodi Whitley,"RP, 41 ovr / 21 adj (24 stam, 2 pit) 45 GB% | 145 vsR | 169 vsL | 157 FIP-",RP,0.0,-0.9,41.0,21,R,24.0,2,45.0,157.0,145.0,169.0,
Kody Clemens,"RP, 46 ovr / 20 adj (23 stam, 0 pit) 40 GB% | 266 vsR | 170 vsL | 242 FIP-",RP,0.0,-2.6,46.0,20,R,23.0,0,40.0,242.0,266.0,170.0,BOS
Kody Funderburk,"RP, 43 ovr / 43 adj (24 stam, 3 pit) 62 GB% | 100 vsR | 88 vsL | 97 FIP-",RP,0.0,0.6,43.0,43,L,24.0,3,62.0,97.0,100.0,88.0,HOU
Kohl Drake,"SP, 46 ovr / 20 adj (58 stam, 4 pit) 44 GB% | 164 vsR | 152 vsL | 161 FIP-",SP,-1.9,-1.0,46.0,20,L,58.0,4,44.0,161.0,164.0,152.0,SF
Kolby Allard,"SP, 45 ovr / 20 adj (53 stam, 0 pit) 50 GB% | 186 vsR | 148 vsL | 176 FIP-",SP,-2.9,-1.4,45.0,20,L,53.0,0,50.0,176.0,186.0,148.0,
Kolton Ingram,"RP, 38 ovr / 20 adj (16 stam, 1 pit) 54 GB% | 171 vsR | 127 vsL | 160 FIP-",RP,0.0,-1.0,38.0,20,L,16.0,1,54.0,160.0,171.0,127.0,
Konnor Griffin,"RP, 44 ovr / 20 adj (20 stam, 0 pit) 38 GB% | 396 vsR | 398 vsL | 397 FIP-",RP,0.0,-4.7,44.0,20,R,20.0,0,38.0,397.0,396.0,398.0,PIT
